facilityType,sourceCriterionCode,sourceDescription,linkType,targetCriterionCode,sortOrder,scoringWeight,includeInTooltip,active
HOSPITAL,21.2.1.7,"Emergency medications are monitored and replaced in a timely manner, after use or when expired or damaged",linked_criteria,15.6.3.9,6,1,TRUE,TRUE
HOSPITAL,21.2.1.7,"Emergency medications are monitored and replaced in a timely manner, after use or when expired or damaged",linked_criteria,16.6.3.9,7,1,TRUE,TRUE
HOSPITAL,21.2.1.7,"Emergency medications are monitored and replaced in a timely manner, after use or when expired or damaged",linked_criteria,22.9.3.9,8,1,TRUE,TRUE
HOSPITAL,21.2.1.7,"Emergency medications are monitored and replaced in a timely manner, after use or when expired or damaged",linked_criteria,23.7.3.9,9,1,TRUE,TRUE
HOSPITAL,21.2.1.7,"Emergency medications are monitored and replaced in a timely manner, after use or when expired or damaged",linked_criteria,24.9.3.9,10,1,TRUE,TRUE
HOSPITAL,21.2.1.7,"Emergency medications are monitored and replaced in a timely manner, after use or when expired or damaged",linked_criteria,30.2.1.3,11,1,TRUE,TRUE
HOSPITAL,21.2.1.7,"Emergency medications are monitored and replaced in a timely manner, after use or when expired or damaged",root,10.6.3.9,1,1,TRUE,TRUE
HOSPITAL,21.2.1.7,"Emergency medications are monitored and replaced in a timely manner, after use or when expired or damaged",root,11.6.3.9,2,1,TRUE,TRUE
HOSPITAL,21.2.1.7,"Emergency medications are monitored and replaced in a timely manner, after use or when expired or damaged",root,12.6.3.6,3,1,TRUE,TRUE
HOSPITAL,21.2.1.7,"Emergency medications are monitored and replaced in a timely manner, after use or when expired or damaged",root,13.6.3.9,4,1,TRUE,TRUE
HOSPITAL,21.2.1.7,"Emergency medications are monitored and replaced in a timely manner, after use or when expired or damaged",root,14.6.3.9,5,1,TRUE,TRUE
HOSPITAL,21.2.1.7,"Emergency medications are monitored and replaced in a timely manner, after use or when expired or damaged",root,15.6.3.9,6,1,TRUE,TRUE
HOSPITAL,21.2.1.7,"Emergency medications are monitored and replaced in a timely manner, after use or when expired or damaged",root,16.6.3.9,7,1,TRUE,TRUE
HOSPITAL,21.2.1.7,"Emergency medications are monitored and replaced in a timely manner, after use or when expired or damaged",root,22.9.3.9,8,1,TRUE,TRUE
HOSPITAL,21.2.1.7,"Emergency medications are monitored and replaced in a timely manner, after use or when expired or damaged",root,23.7.3.9,9,1,TRUE,TRUE
HOSPITAL,21.2.1.7,"Emergency medications are monitored and replaced in a timely manner, after use or when expired or damaged",root,24.9.3.9,10,1,TRUE,TRUE
HOSPITAL,21.2.1.7,"Emergency medications are monitored and replaced in a timely manner, after use or when expired or damaged",root,30.2.1.3,11,1,TRUE,TRUE
HOSPITAL,21.2.1.7,"Emergency medications are monitored and replaced in a timely manner, after use or when expired or damaged",root,38.9.1.5,12,1,TRUE,TRUE
HOSPITAL,21.4.1.2,There is a uniform medication dispensing and distribution system in the organisation,linked_criteria,15.6.1.1,1,1,TRUE,TRUE
HOSPITAL,21.4.1.2,There is a uniform medication dispensing and distribution system in the organisation,linked_criteria,22.9.1.1,2,1,TRUE,TRUE
HOSPITAL,21.4.1.2,There is a uniform medication dispensing and distribution system in the organisation,linked_criteria,24.9.1.1,3,1,TRUE,TRUE
HOSPITAL,21.4.1.6,Medications are securely and legibly labelled with relevant information as required by organisational policy,linked_criteria,10.6.3.4,1,1,TRUE,TRUE
HOSPITAL,21.4.1.6,Medications are securely and legibly labelled with relevant information as required by organisational policy,linked_criteria,11.6.3.4,2,1,TRUE,TRUE
HOSPITAL,21.4.1.6,Medications are securely and legibly labelled with relevant information as required by organisational policy,linked_criteria,12.6.3.4,3,1,TRUE,TRUE
HOSPITAL,21.4.1.6,Medications are securely and legibly labelled with relevant information as required by organisational policy,linked_criteria,13.6.3.4,4,1,TRUE,TRUE
HOSPITAL,21.4.1.6,Medications are securely and legibly labelled with relevant information as required by organisational policy,linked_criteria,14.6.3.4,5,1,TRUE,TRUE
HOSPITAL,21.4.1.6,Medications are securely and legibly labelled with relevant information as required by organisational policy,linked_criteria,15.6.3.4,6,1,TRUE,TRUE
HOSPITAL,21.4.1.6,Medications are securely and legibly labelled with relevant information as required by organisational policy,linked_criteria,16.6.3.4,7,1,TRUE,TRUE
HOSPITAL,21.4.1.6,Medications are securely and legibly labelled with relevant information as required by organisational policy,linked_criteria,17.2.1.4,8,1,TRUE,TRUE
HOSPITAL,21.4.1.6,Medications are securely and legibly labelled with relevant information as required by organisational policy,linked_criteria,22.9.3.4,9,1,TRUE,TRUE
HOSPITAL,21.4.1.6,Medications are securely and legibly labelled with relevant information as required by organisational policy,linked_criteria,23.7.3.4-G,10,1,TRUE,TRUE
HOSPITAL,21.4.1.6,Medications are securely and legibly labelled with relevant information as required by organisational policy,linked_criteria,24.9.3.4-G,11,1,TRUE,TRUE
HOSPITAL,21.4.1.6,Medications are securely and legibly labelled with relevant information as required by organisational policy,linked_criteria,7.2.3.1-G,12,1,TRUE,TRUE
HOSPITAL,21.5.1.1,Separate designated areas for the receipt and unpacking of incoming goods are provided. 41.4.1.2,linked_criteria,1.2.2.3-G,1,1,TRUE,TRUE
HOSPITAL,21.5.1.1,Separate designated areas for the receipt and unpacking of incoming goods are provided. 41.4.1.2,linked_criteria,17.2.1.4,2,1,TRUE,TRUE
HOSPITAL,21.5.1.1,Separate designated areas for the receipt and unpacking of incoming goods are provided. 41.4.1.2,root,1.2.2.3,1,1,TRUE,TRUE
HOSPITAL,21.5.1.1,Separate designated areas for the receipt and unpacking of incoming goods are provided. 41.4.1.2,root,10.6.3.2,2,1,TRUE,TRUE
HOSPITAL,21.5.1.1,Separate designated areas for the receipt and unpacking of incoming goods are provided. 41.4.1.2,root,12.6.3.6,3,1,TRUE,TRUE
HOSPITAL,21.5.1.1,Separate designated areas for the receipt and unpacking of incoming goods are provided. 41.4.1.2,root,13.6.3.2,4,1,TRUE,TRUE
HOSPITAL,21.5.1.1,Separate designated areas for the receipt and unpacking of incoming goods are provided. 41.4.1.2,root,14.6.3.2,5,1,TRUE,TRUE
HOSPITAL,21.5.1.1,Separate designated areas for the receipt and unpacking of incoming goods are provided. 41.4.1.2,root,14.6.3.3,6,1,TRUE,TRUE
HOSPITAL,21.5.1.1,Separate designated areas for the receipt and unpacking of incoming goods are provided. 41.4.1.2,root,16.6.3.2,7,1,TRUE,TRUE
HOSPITAL,21.5.1.1,Separate designated areas for the receipt and unpacking of incoming goods are provided. 41.4.1.2,root,16.6.3.3,8,1,TRUE,TRUE
HOSPITAL,21.5.1.1,Separate designated areas for the receipt and unpacking of incoming goods are provided. 41.4.1.2,root,17.2.1.4,9,1,TRUE,TRUE
HOSPITAL,21.5.1.1,Separate designated areas for the receipt and unpacking of incoming goods are provided. 41.4.1.2,root,22.9.3.1,10,1,TRUE,TRUE
HOSPITAL,21.5.1.1,Separate designated areas for the receipt and unpacking of incoming goods are provided. 41.4.1.2,root,22.9.3.3,11,1,TRUE,TRUE
HOSPITAL,21.5.1.1,Separate designated areas for the receipt and unpacking of incoming goods are provided. 41.4.1.2,root,23.7.3.1,12,1,TRUE,TRUE
HOSPITAL,21.5.1.1,Separate designated areas for the receipt and unpacking of incoming goods are provided. 41.4.1.2,root,23.7.3.3,13,1,TRUE,TRUE
HOSPITAL,21.5.1.1,Separate designated areas for the receipt and unpacking of incoming goods are provided. 41.4.1.2,root,24.9.3.3,14,1,TRUE,TRUE
HOSPITAL,21.5.1.1,Separate designated areas for the receipt and unpacking of incoming goods are provided. 41.4.1.2,root,38.9.1.5,15,1,TRUE,TRUE
HOSPITAL,21.5.1.3,"Hazardous and flammable materials are stored, in accordance with relevant regulations",linked_criteria,7.5.1.1-G,1,1,TRUE,TRUE
HOSPITAL,21.5.1.6,Stock control systems are managed in the pharmacy and other related departments,linked_criteria,10.6.3.9,1,1,TRUE,TRUE
HOSPITAL,21.5.1.6,Stock control systems are managed in the pharmacy and other related departments,linked_criteria,11.6.3.9,2,1,TRUE,TRUE
HOSPITAL,21.5.1.6,Stock control systems are managed in the pharmacy and other related departments,linked_criteria,12.6.3.9,3,1,TRUE,TRUE
HOSPITAL,21.5.1.6,Stock control systems are managed in the pharmacy and other related departments,linked_criteria,13.6.3.9,4,1,TRUE,TRUE
HOSPITAL,21.5.1.6,Stock control systems are managed in the pharmacy and other related departments,linked_criteria,14.6.3.9,5,1,TRUE,TRUE
HOSPITAL,21.5.1.6,Stock control systems are managed in the pharmacy and other related departments,linked_criteria,15.6.3.9,6,1,TRUE,TRUE
HOSPITAL,21.5.1.6,Stock control systems are managed in the pharmacy and other related departments,linked_criteria,16.6.3.9,7,1,TRUE,TRUE
HOSPITAL,21.5.1.6,Stock control systems are managed in the pharmacy and other related departments,linked_criteria,17.2.1.4,8,1,TRUE,TRUE
HOSPITAL,21.5.1.6,Stock control systems are managed in the pharmacy and other related departments,linked_criteria,22.9.3.9,9,1,TRUE,TRUE
HOSPITAL,21.5.1.6,Stock control systems are managed in the pharmacy and other related departments,linked_criteria,23.7.3.9,10,1,TRUE,TRUE
HOSPITAL,21.5.1.6,Stock control systems are managed in the pharmacy and other related departments,linked_criteria,24.9.3.9,11,1,TRUE,TRUE
HOSPITAL,21.5.1.7,"A management information system is available, which provides accurate statistics relating to pharmaceutical receipts and issues. 39.4.1.11 40.4.1.11 41.4.1.2 42.4.1.11 43.4.1.11 44.4.1.11",linked_criteria,17.2.1.4,1,1,TRUE,TRUE
HOSPITAL,21.5.1.7,"A management information system is available, which provides accurate statistics relating to pharmaceutical receipts and issues. 39.4.1.11 40.4.1.11 41.4.1.2 42.4.1.11 43.4.1.11 44.4.1.11",linked_criteria,6.1.1.1-G,2,1,TRUE,TRUE
HOSPITAL,21.5.1.7,"A management information system is available, which provides accurate statistics relating to pharmaceutical receipts and issues. 39.4.1.11 40.4.1.11 41.4.1.2 42.4.1.11 43.4.1.11 44.4.1.11",root,11.6.3.5,1,1,TRUE,TRUE
HOSPITAL,21.5.1.7,"A management information system is available, which provides accurate statistics relating to pharmaceutical receipts and issues. 39.4.1.11 40.4.1.11 41.4.1.2 42.4.1.11 43.4.1.11 44.4.1.11",root,12.6.3.6,2,1,TRUE,TRUE
HOSPITAL,21.5.1.7,"A management information system is available, which provides accurate statistics relating to pharmaceutical receipts and issues. 39.4.1.11 40.4.1.11 41.4.1.2 42.4.1.11 43.4.1.11 44.4.1.11",root,22.9.3.5,3,1,TRUE,TRUE
HOSPITAL,21.5.1.8,Medications are stored in a clean environment,linked_criteria,10.6.3.5,1,1,TRUE,TRUE
HOSPITAL,21.5.1.8,Medications are stored in a clean environment,linked_criteria,11.6.3.5,2,1,TRUE,TRUE
HOSPITAL,21.5.1.8,Medications are stored in a clean environment,linked_criteria,12.6.3.5,3,1,TRUE,TRUE
HOSPITAL,21.5.1.8,Medications are stored in a clean environment,linked_criteria,13.6.3.5,4,1,TRUE,TRUE
HOSPITAL,21.5.1.8,Medications are stored in a clean environment,linked_criteria,14.6.3.5,5,1,TRUE,TRUE
HOSPITAL,21.5.1.8,Medications are stored in a clean environment,linked_criteria,15.6.3.5,6,1,TRUE,TRUE
HOSPITAL,21.5.1.8,Medications are stored in a clean environment,linked_criteria,16.6.3.5,7,1,TRUE,TRUE
HOSPITAL,21.5.1.8,Medications are stored in a clean environment,linked_criteria,17.2.1.4,8,1,TRUE,TRUE
HOSPITAL,21.5.1.8,Medications are stored in a clean environment,linked_criteria,22.9.3.5,9,1,TRUE,TRUE
HOSPITAL,21.5.1.8,Medications are stored in a clean environment,linked_criteria,23.7.3.5,10,1,TRUE,TRUE
HOSPITAL,21.5.1.8,Medications are stored in a clean environment,root,10.6.3.5,1,1,TRUE,TRUE
HOSPITAL,21.5.1.8,Medications are stored in a clean environment,root,10.6.3.8,2,1,TRUE,TRUE
HOSPITAL,21.5.1.8,Medications are stored in a clean environment,root,11.6.3.8,3,1,TRUE,TRUE
HOSPITAL,21.5.1.8,Medications are stored in a clean environment,root,12.6.3.6,4,1,TRUE,TRUE
HOSPITAL,21.5.1.8,Medications are stored in a clean environment,root,13.6.3.5,5,1,TRUE,TRUE
HOSPITAL,21.5.1.8,Medications are stored in a clean environment,root,13.6.3.8,6,1,TRUE,TRUE
HOSPITAL,21.5.1.8,Medications are stored in a clean environment,root,14.6.3.5,7,1,TRUE,TRUE
HOSPITAL,21.5.1.8,Medications are stored in a clean environment,root,14.6.3.8,8,1,TRUE,TRUE
HOSPITAL,21.5.1.8,Medications are stored in a clean environment,root,15.6.3.5,9,1,TRUE,TRUE
HOSPITAL,21.5.1.8,Medications are stored in a clean environment,root,15.6.3.8,10,1,TRUE,TRUE
HOSPITAL,21.5.1.8,Medications are stored in a clean environment,root,16.6.3.5,11,1,TRUE,TRUE
HOSPITAL,21.5.1.8,Medications are stored in a clean environment,root,16.6.3.8,12,1,TRUE,TRUE
HOSPITAL,21.5.1.8,Medications are stored in a clean environment,root,17.2.1.7,13,1,TRUE,TRUE
HOSPITAL,21.5.1.8,Medications are stored in a clean environment,root,22.9.3.8,14,1,TRUE,TRUE
HOSPITAL,21.5.1.8,Medications are stored in a clean environment,root,23.7.3.5,15,1,TRUE,TRUE
HOSPITAL,21.5.1.8,Medications are stored in a clean environment,root,24.9.3.8,16,1,TRUE,TRUE
HOSPITAL,21.5.1.8,Medications are stored in a clean environment,root,38.9.1.5,17,1,TRUE,TRUE
HOSPITAL,24.9.3.5,39.4.1.7 39.4.1.9 40.4.1.7 40.4.1.9 41.4.1.2 42.4.1.7 4 2 .4.1.9 43.4.1.7 44.4.1.7 4 4 .4.1.9,linked_criteria,4.2.4.1,1,1,TRUE,TRUE
HOSPITAL,21.5.1.9,"The cold chain is maintained for medicines, where necessary. 17.2.1.10",linked_criteria,10.6.3.8,1,1,TRUE,TRUE
HOSPITAL,21.5.1.9,"The cold chain is maintained for medicines, where necessary. 17.2.1.10",linked_criteria,11.6.3.8,2,1,TRUE,TRUE
HOSPITAL,21.5.1.9,"The cold chain is maintained for medicines, where necessary. 17.2.1.10",linked_criteria,12.6.3.8,3,1,TRUE,TRUE
HOSPITAL,21.5.1.9,"The cold chain is maintained for medicines, where necessary. 17.2.1.10",linked_criteria,13.6.3.8,4,1,TRUE,TRUE
HOSPITAL,21.5.1.9,"The cold chain is maintained for medicines, where necessary. 17.2.1.10",linked_criteria,14.6.3.8,5,1,TRUE,TRUE
HOSPITAL,21.5.1.9,"The cold chain is maintained for medicines, where necessary. 17.2.1.10",linked_criteria,15.6.3.8,6,1,TRUE,TRUE
HOSPITAL,21.5.1.9,"The cold chain is maintained for medicines, where necessary. 17.2.1.10",linked_criteria,16.6.3.8,7,1,TRUE,TRUE
HOSPITAL,21.5.1.9,"The cold chain is maintained for medicines, where necessary. 17.2.1.10",linked_criteria,22.9.3.8,8,1,TRUE,TRUE
HOSPITAL,21.5.1.9,"The cold chain is maintained for medicines, where necessary. 17.2.1.10",root,10.6.3.6,1,1,TRUE,TRUE
HOSPITAL,21.5.1.9,"The cold chain is maintained for medicines, where necessary. 17.2.1.10",root,10.6.3.7,2,1,TRUE,TRUE
HOSPITAL,21.5.1.9,"The cold chain is maintained for medicines, where necessary. 17.2.1.10",root,11.6.3.6,3,1,TRUE,TRUE
HOSPITAL,21.5.1.9,"The cold chain is maintained for medicines, where necessary. 17.2.1.10",root,11.6.3.7,4,1,TRUE,TRUE
HOSPITAL,21.5.1.9,"The cold chain is maintained for medicines, where necessary. 17.2.1.10",root,12.6.3.6,5,1,TRUE,TRUE
HOSPITAL,21.5.1.9,"The cold chain is maintained for medicines, where necessary. 17.2.1.10",root,13.6.3.6,6,1,TRUE,TRUE
HOSPITAL,21.5.1.9,"The cold chain is maintained for medicines, where necessary. 17.2.1.10",root,13.6.3.7,7,1,TRUE,TRUE
HOSPITAL,21.5.1.9,"The cold chain is maintained for medicines, where necessary. 17.2.1.10",root,14.6.3.6,8,1,TRUE,TRUE
HOSPITAL,21.5.1.9,"The cold chain is maintained for medicines, where necessary. 17.2.1.10",root,14.6.3.7,9,1,TRUE,TRUE
HOSPITAL,21.5.1.9,"The cold chain is maintained for medicines, where necessary. 17.2.1.10",root,15.6.3.6,10,1,TRUE,TRUE
HOSPITAL,21.5.1.9,"The cold chain is maintained for medicines, where necessary. 17.2.1.10",root,15.6.3.7,11,1,TRUE,TRUE
HOSPITAL,21.5.1.9,"The cold chain is maintained for medicines, where necessary. 17.2.1.10",root,16.6.3.6,12,1,TRUE,TRUE
