facilityType,seNumber,dataElementUid,code,dhis2DataElementCode,name,dhis2DataElementName,shortName,formName,valueType,domainType,optionSetUid,active
HOSPITAL,2,iFhbey92NXM,2.3.3.2,231-HOSPITAL_2.3.3.2,"There are mutually agreed processes for the satisfactory conduct of industrial relations activities, which meet the requirements of current legislation.","SURV_HOSP_231-There are mutually agreed processes for the satisfactory conduct of industrial relations activities, which meet the requirements of current legislation.",2.3.3.2,2.3.3.2,TEXT,TRACKER,,TRUE
HOSPITAL,2,bijn5mjKJbG,2.3.3.3,233-HOSPITAL_2.3.3.3,Disciplinary procedures are implemented.,SURV_HOSP_233-Disciplinary procedures are implemented.,2.3.3.3,2.3.3.3,TEXT,TRACKER,,TRUE
HOSPITAL,2,Sdts6QesCcf,2.3.3.4,235-HOSPITAL_2.3.3.4,Grievance procedures are implemented.,SURV_HOSP_235-Grievance procedures are implemented.,2.3.3.4,2.3.3.4,TEXT,TRACKER,,TRUE
HOSPITAL,2,EEkiLyJDauJ,2.3.3.5,237-HOSPITAL_2.3.3.5,Dispute and appeal procedures are implemented.,SURV_HOSP_237-Dispute and appeal procedures are implemented.,2.3.3.5,2.3.3.5,TEXT,TRACKER,,TRUE
HOSPITAL,2,sFcvV6zWDSb,2.3.3.6,239-HOSPITAL_2.3.3.6,"There are recognition agreements with trade unions and/or health professional organisations, where applicable.","SURV_HOSP_239-There are recognition agreements with trade unions and/or health professional organisations, where applicable.",2.3.3.6,2.3.3.6,TEXT,TRACKER,,TRUE
HOSPITAL,2,vbAleNgnhI9,2.4.1.1,244-HOSPITAL_2.4.1.1,There are documented programmes for staff orientation to the organisation.,SURV_HOSP_244-There are documented programmes for staff orientation to the organisation.,2.4.1.1,2.4.1.1,TEXT,TRACKER,,TRUE
HOSPITAL,2,NFgywTdUau5,2.4.1.2,246-HOSPITAL_2.4.1.2,New staff members are orientated to the organisation within a time frame determined by organisational policy.,SURV_HOSP_246-New staff members are orientated to the organisation within a time frame determined by organisational policy.,2.4.1.2,2.4.1.2,TEXT,TRACKER,,TRUE
HOSPITAL,2,A2jYYzEDlbT,2.4.1.3,248-HOSPITAL_2.4.1.3,Departmental and service managers implement orientation programmes for departmental and service personnel.,SURV_HOSP_248-Departmental and service managers implement orientation programmes for departmental and service personnel.,2.4.1.3,2.4.1.3,TEXT,TRACKER,,TRUE
HOSPITAL,2,H9PgLhMCLS1,2.4.1.4,250-HOSPITAL_2.4.1.4,"Contract workers and/or volunteers are orientated to the organisation, their job responsibilities and their specific assignments.","SURV_HOSP_250-Contract workers and/or volunteers are orientated to the organisation, their job responsibilities and their specific assignments.",2.4.1.4,2.4.1.4,TEXT,TRACKER,,TRUE
HOSPITAL,2,ASb3dV3s7rc,2.4.2.1,254-HOSPITAL_2.4.2.1,The organisation has a coordinated plan for in-service training and development.,SURV_HOSP_254-The organisation has a coordinated plan for in-service training and development.,2.4.2.1,2.4.2.1,TEXT,TRACKER,,TRUE
HOSPITAL,2,ROakd7GygvW,2.4.2.2,256-HOSPITAL_2.4.2.2,Department and service managers have established in-service training and development programmes relevant to departmental and service personnel.,SURV_HOSP_256-Department and service managers have established in-service training and development programmes relevant to departmental and service personnel.,2.4.2.2,2.4.2.2,TEXT,TRACKER,,TRUE
HOSPITAL,2,Ij5EQlihjZI,2.4.2.3,258-HOSPITAL_2.4.2.3,The organisation uses various sources of data and information to identify the in-service training and development needs of the personnel.,SURV_HOSP_258-The organisation uses various sources of data and information to identify the in-service training and development needs of the personnel.,2.4.2.3,2.4.2.3,TEXT,TRACKER,,TRUE
HOSPITAL,2,wc8LqUdex1s,2.4.2.4,260-HOSPITAL_2.4.2.4,The organisation provides on-going in-service training and development for it’s personnel.,SURV_HOSP_260-The organisation provides on-going in-service training and development for its personnel.,2.4.2.4,2.4.2.4,TEXT,TRACKER,,TRUE
HOSPITAL,2,uJ8D7rnFI1l,2.4.2.5,262-HOSPITAL_2.4.2.5,"Staff competencies, where relevant, are assessed and recorded after in-service training and development.","SURV_HOSP_262-Staff competencies, where relevant, are assessed and recorded after in-service training and development.",2.4.2.5,2.4.2.5,TEXT,TRACKER,,TRUE
HOSPITAL,2,pjyWawxeHlG,2.4.3.1,266-HOSPITAL_2.4.3.1,There is a continuing educational strategy developed by the management of the organisation for all professional personnel in the organisation to fulfil the requirements for continued registration with the relevant professional bodies.,SURV_HOSP_266-There is a continuing educational strategy developed by the management of the organisation for all professional personnel in the organisation to fulfil the requirements for continued registration with the relevant pr,2.4.3.1,2.4.3.1,TEXT,TRACKER,,TRUE
HOSPITAL,2,T6xARZbYdtX,2.4.3.2,268-HOSPITAL_2.4.3.2,There is a development strategy for the organisation to ensure that managers receive the training required to fulfil their responsibilities.,SURV_HOSP_268-There is a development strategy for the organisation to ensure that managers receive the training required to fulfil their responsibilities.,2.4.3.2,2.4.3.2,TEXT,TRACKER,,TRUE
HOSPITAL,2,bW6TupSiLXl,2.4.3.3,270-HOSPITAL_2.4.3.3,"The personnel are informed of opportunities to participate in advanced education, training, research and other experiences.","SURV_HOSP_270-The personnel are informed of opportunities to participate in advanced education, training, research and other experiences.",2.4.3.3,2.4.3.3,TEXT,TRACKER,,TRUE
HOSPITAL,2,O5c8A3gibnk,2.4.3.4,272-HOSPITAL_2.4.3.4,The organisation supports such staff participation in such opportunities.,SURV_HOSP_272-The organisation supports staff participation in such opportunities.,2.4.3.4,2.4.3.4,TEXT,TRACKER,,TRUE
HOSPITAL,2,ZBahGuy1Mp8,2.4.3.5,274-HOSPITAL_2.4.3.5,The organisation supports the need for relevant postgraduate qualifications.,SURV_HOSP_274-The organisation supports the need for relevant postgraduate qualifications.,2.4.3.5,2.4.3.5,TEXT,TRACKER,,TRUE
HOSPITAL,2,QAqCz7JrqNC,2.5.1.1,279-HOSPITAL_2.5.1.1,The organisation identifies the types of healthcare professionals who are permitted to provide patient care without clinical supervision.,"SURV_HOSP_279-Those permitted by law, regulation and the organisation to provide patient care without supervision are identified.",2.5.1.1,2.5.1.1,TEXT,TRACKER,,TRUE
HOSPITAL,2,B08Ff1HtD9X,2.5.1.2,281-HOSPITAL_2.5.1.2,There is a defined process for gathering the credentials of healthcare professionals.,"SURV_HOSP_281-The registration, education, training and experience of these individuals are documented.",2.5.1.2,2.5.1.2,TEXT,TRACKER,,TRUE
HOSPITAL,2,nlGhZ5Hctyn,2.5.1.3,283-HOSPITAL_2.5.1.3,"Credentials of healthcare professionals are verified with the original source, where applicable.",SURV_HOSP_283-Such information is verified from the original sources.,2.5.1.3,2.5.1.3,TEXT,TRACKER,,TRUE
HOSPITAL,2,mO8u4oDrgC0,2.5.1.4,285-HOSPITAL_2.5.1.4,Professional registration is verified with the relevant professional body and is current.,SURV_HOSP_285-The personnel record contains copies of any required registration certificate(s).,2.5.1.4,2.5.1.4,TEXT,TRACKER,,TRUE
HOSPITAL,2,JsXWJotjtzp,2.5.1.5,287-HOSPITAL_2.5.1.5,Healthcare professional credentials are reviewed at least annually.,SURV_HOSP_287-There is a process to review the personnel records annually.,2.5.1.5,2.5.1.5,TEXT,TRACKER,,TRUE
HOSPITAL,2,OxhrzvNlwTP,2.5.1.6,289-HOSPITAL_2.5.1.6,The organisation ensures that those who provide clinical care are registered with the relevant professional council.,"SURV_HOSP_289-The organisation has a process to ensure that nurses and other professionals who are not employees of the organisation, but provide services to the organisation's patients, have valid credentials.",2.5.1.6,2.5.1.6,TEXT,TRACKER,,TRUE
HOSPITAL,2,Lkknjnht4IO,2.5.1.7,291-HOSPITAL_2.5.1.7,Personnel files of all healthcare professionals are updated annually.,SURV_HOSP_291-The services to be provided are made known to appropriate individuals and units of the organisation.,2.5.1.7,2.5.1.7,TEXT,TRACKER,,TRUE
HOSPITAL,2,ct1BKz5HTcJ,2.6.1.1,296-HOSPITAL_2.6.1.1,There are documented processes for quality improvement in the service.,SURV_HOSP_296-There are formalised quality improvement processes for the service that have been developed and agreed upon by the personnel of the service.,2.6.1.1,2.6.1.1,TEXT,TRACKER,,TRUE
HOSPITAL,2,b2GiTPhm50o,2.6.1.2,298-HOSPITAL_2.6.1.2,The quality improvement process includes the setting of departmental/service objectives.,SURV_HOSP_298-Indicators of performance are identified to evaluate the quality of the service.,2.6.1.2,2.6.1.2,TEXT,TRACKER,,TRUE
HOSPITAL,2,jTzkc0SOpbR,2.6.1.3,300-HOSPITAL_2.6.1.3,The quality improvement process includes the use of indicators to monitor the performance of the service.,SURV_HOSP_300-The quality improvement cycle includes the monitoring and evaluation of the standards set and the remedial action implemented.,2.6.1.3,2.6.1.3,TEXT,TRACKER,,TRUE
HOSPITAL,2,e35PcQMBJtQ,2.6.1.4,302-HOSPITAL_2.6.1.4,The quality improvement process includes the evaluation of staff performance.,SURV_HOSP_302-The performance of individual staff members is reviewed when indicated by the findings of quality improvement activities.,2.6.1.4,2.6.1.4,TEXT,TRACKER,,TRUE
HOSPITAL,2,PAfpCyxBnV6,2.6.1.5,304-HOSPITAL_2.6.1.5,The quality improvement process includes the regular review of staff performance as a source of identifying in-service training and development needs.,"SURV_HOSP_304-The performance of individual staff members is reviewed periodically, as established by the organisation.",2.6.1.5,2.6.1.5,TEXT,TRACKER,,TRUE
HOSPITAL,3,Ztft32SpjNj,3.1.1.1,310-HOSPITAL_3.1.1.1,Critical: ¨,SURV_HOSP_310-A designated financial manager is responsible for the implementation and maintenance of the financial strategy.,3.1.1.1,3.1.1.1,TEXT,TRACKER,,TRUE
HOSPITAL,3,G7efpHH4mb0,3.1.1.2,312-HOSPITAL_3.1.1.2,Critical: ¨,SURV_HOSP_312-The financial manager ensures that policies and procedures are available to guide the staff and that they are implemented.,3.1.1.2,3.1.1.2,TEXT,TRACKER,,TRUE
HOSPITAL,3,jviWXgBiV4Q,3.1.1.3,314-HOSPITAL_3.1.1.3,Critical: ¨,SURV_HOSP_314-There is a mechanism for allowing the personnel to participate in the development and management of budgets (e.g. cost centres).,3.1.1.3,3.1.1.3,TEXT,TRACKER,,TRUE
HOSPITAL,3,muGAwFBlSwh,3.1.1.4,316-HOSPITAL_3.1.1.4,Critical: ¨,"SURV_HOSP_316-A monthly report is produced for the organisation's management, setting out the financial position to date.",3.1.1.4,3.1.1.4,TEXT,TRACKER,,TRUE
HOSPITAL,3,IVMSCBlO0xe,3.1.1.5,318-HOSPITAL_3.1.1.5,Critical: ¨,SURV_HOSP_318-There is a mechanism for establishing the reason for budget variation in either income or expenditure.,3.1.1.5,3.1.1.5,TEXT,TRACKER,,TRUE
HOSPITAL,3,Sakk4c7kA6w,3.1.1.6,320-HOSPITAL_3.1.1.6,Critical: ¨,SURV_HOSP_320-Annual financial statements are produced at the end of the financial year.,3.1.1.6,3.1.1.6,TEXT,TRACKER,,TRUE
HOSPITAL,3,s2P4gQ12eyQ,3.1.1.7,322-HOSPITAL_3.1.1.7,Critical: þ,SURV_HOSP_322-Internal/external audit reports and responses thereto are available.,3.1.1.7,3.1.1.7,TEXT,TRACKER,,TRUE
HOSPITAL,3,nQaTcVxlDGQ,3.1.1.8,324-HOSPITAL_3.1.1.8,Critical: ¨,SURV_HOSP_324-There is a capital asset register which is routinely maintained.,3.1.1.8,3.1.1.8,TEXT,TRACKER,,TRUE
HOSPITAL,3,iZIuQmfKIL2,3.1.1.9,326-HOSPITAL_3.1.1.9,Critical: ¨,SURV_HOSP_326-There is a capital asset replacement programme.,3.1.1.9,3.1.1.9,TEXT,TRACKER,,TRUE
HOSPITAL,3,Imr27WjAXPc,3.1.1.10,328-HOSPITAL_3.1.1.10,Critical: ¨,SURV_HOSP_328-There is a mechanism to ensure that the level of debtors is kept to a minimum.,3.1.1.10,3.1.1.10,TEXT,TRACKER,,TRUE
HOSPITAL,3,mPI5JmX6OvP,3.2.1.1,333-HOSPITAL_3.2.1.1,Critical: ¨,"SURV_HOSP_333-A designated individual is responsible for the storage, maintenance and retrieval of health records.",3.2.1.1,3.2.1.1,TEXT,TRACKER,,TRUE
HOSPITAL,3,W1IMNreNKYO,3.2.1.2,335-HOSPITAL_3.2.1.2,Critical: ¨,SURV_HOSP_335-The health record manager ensures that policies and procedures are available to guide the personnel and that they are implemented.,3.2.1.2,3.2.1.2,TEXT,TRACKER,,TRUE
HOSPITAL,3,WjuKIYs440a,3.2.1.3,337-HOSPITAL_3.2.1.3,Critical: þ,SURV_HOSP_337-There is a written policy for addressing the privacy and confidentiality of information that is based on and consistent with laws and regulations.,3.2.1.3,3.2.1.3,TEXT,TRACKER,,TRUE
HOSPITAL,3,Or5M2aXcYFN,3.2.1.4,339-HOSPITAL_3.2.1.4,Critical: ¨,"SURV_HOSP_339-Originals of all reports by medical, nursing and other health professionals are filed in the records.",3.2.1.4,3.2.1.4,TEXT,TRACKER,,TRUE
HOSPITAL,3,iRO0eV8SVyo,3.2.1.5,341-HOSPITAL_3.2.1.5,Critical: ¨,"SURV_HOSP_341-A documented policy regarding records that are kept separately (e.g. psychiatric, social work, motor vehicle accidents) is implemented.",3.2.1.5,3.2.1.5,TEXT,TRACKER,,TRUE
HOSPITAL,3,v6yhNwz0QNO,3.2.1.6,343-HOSPITAL_3.2.1.6,Critical: ¨,SURV_HOSP_343-There is a system that allows for the rapid retrieval and distribution of health records.,3.2.1.6,3.2.1.6,TEXT,TRACKER,,TRUE
HOSPITAL,3,aupuROh5SWC,3.2.1.7,345-HOSPITAL_3.2.1.7,Critical: ¨,SURV_HOSP_345-There is a communication system for the request of health records.,3.2.1.7,3.2.1.7,TEXT,TRACKER,,TRUE
HOSPITAL,3,MwWPui5M1Sm,3.2.1.8,347-HOSPITAL_3.2.1.8,Critical: ¨,SURV_HOSP_347-The organisation implements a policy regarding patients having access to their health information and the process for gaining access when permitted.,3.2.1.8,3.2.1.8,TEXT,TRACKER,,TRUE
HOSPITAL,3,CtelYWMYywc,3.2.1.9,349-HOSPITAL_3.2.1.9,Critical: ¨,SURV_HOSP_349-There is an effective monitoring system (e.g. by using tracer cards) whereby records can be traced within the facility at all times.,3.2.1.9,3.2.1.9,TEXT,TRACKER,,TRUE
HOSPITAL,3,tTCELnpB7qZ,3.2.1.10,351-HOSPITAL_3.2.1.10,Critical: ¨,SURV_HOSP_351-The filing system allows for incorrectly filed records to be easily identified (e.g. by using colour coding).,3.2.1.10,3.2.1.10,TEXT,TRACKER,,TRUE
HOSPITAL,3,jbiJ1yPTpd8,3.2.1.11,353-HOSPITAL_3.2.1.11,Critical: ¨,SURV_HOSP_353-There is provision for authorised access to health records at all times.,3.2.1.11,3.2.1.11,TEXT,TRACKER,,TRUE
HOSPITAL,3,JoXXQ1AEtB4,3.2.1.12,355-HOSPITAL_3.2.1.12,Critical: ¨,"SURV_HOSP_355-Where electronic health records are used, there is a system to protect the integrity of the records.",3.2.1.12,3.2.1.12,TEXT,TRACKER,,TRUE
HOSPITAL,3,CgZ5eMAXsVm,3.2.1.13,357-HOSPITAL_3.2.1.13,Critical: ¨,SURV_HOSP_357-All storage areas for health records are secure against unauthorised entry.,3.2.1.13,3.2.1.13,TEXT,TRACKER,,TRUE
HOSPITAL,3,w0UriSzb2Xq,3.2.1.14,359-HOSPITAL_3.2.1.14,Critical: ¨,SURV_HOSP_359-The organisation's policy on the retention of health records and other data and information is implemented.,3.2.1.14,3.2.1.14,TEXT,TRACKER,,TRUE
HOSPITAL,3,gc42veXXMGv,3.2.1.15,361-HOSPITAL_3.2.1.15,Critical: ¨,"SURV_HOSP_361-Policies and procedures for health record destruction, specifying the criteria for selection and the method of destruction of records, are implemented.",3.2.1.15,3.2.1.15,TEXT,TRACKER,,TRUE
HOSPITAL,3,gfTVGcjLFUW,3.3.1.1,366-HOSPITAL_3.3.1.1,Critical: ¨,"SURV_HOSP_366-An individual is designated to control the ordering, storage, distribution and control of equipment and supplies used in the organisation.",3.3.1.1,3.3.1.1,TEXT,TRACKER,,TRUE
HOSPITAL,3,bOFYVREyJz8,3.3.1.2,368-HOSPITAL_3.3.1.2,Critical: ¨,SURV_HOSP_368-The provisioning manager ensures that policies and procedures are available to guide the personnel and that they are implemented.,3.3.1.2,3.3.1.2,TEXT,TRACKER,,TRUE
HOSPITAL,3,VyxbrX5ALYj,3.3.1.3,370-HOSPITAL_3.3.1.3,Critical: ¨,SURV_HOSP_370-A record is kept of goods received and goods issued.,3.3.1.3,3.3.1.3,TEXT,TRACKER,,TRUE
HOSPITAL,3,XZkJewdLfHU,3.3.1.4,372-HOSPITAL_3.3.1.4,Critical: ¨,SURV_HOSP_372-Records are audited.,3.3.1.4,3.3.1.4,TEXT,TRACKER,,TRUE
HOSPITAL,3,W7EKYOEObqV,3.3.1.5,374-HOSPITAL_3.3.1.5,Critical: ¨,"SURV_HOSP_374-All losses are investigated, reported and recorded.",3.3.1.5,3.3.1.5,TEXT,TRACKER,,TRUE
HOSPITAL,3,jluIn8JeV5a,3.3.1.6,376-HOSPITAL_3.3.1.6,Critical: ¨,SURV_HOSP_376-There is an inventory of all goods stored.,3.3.1.6,3.3.1.6,TEXT,TRACKER,,TRUE
HOSPITAL,3,yy23aw4y62q,3.3.2.2,382-HOSPITAL_3.3.2.2,(storage of hazardous and flammable materials) applies to this,SURV_HOSP_382-Hazardous and flammable materials are stored in accordance with relevant regulations.,3.3.2.2,3.3.2.2,TEXT,TRACKER,,TRUE
HOSPITAL,3,w1Efi9gpVnr,3.3.2.1,380-HOSPITAL_3.3.2.1,Critical: ¨,SURV_HOSP_380-Secure storage facilities are available.,3.3.2.1,3.3.2.1,TEXT,TRACKER,,TRUE
HOSPITAL,3,Xh0rnpaZbDr,3.3.2.3,384-HOSPITAL_3.3.2.3,Critical: ¨,SURV_HOSP_384-Separate designated storage areas for a) receiving and b) unpacking incoming goods are provided.,3.3.2.3,3.3.2.3,TEXT,TRACKER,,TRUE
HOSPITAL,3,TwBG4OpxWr0,3.3.2.4,386-HOSPITAL_3.3.2.4,Critical: ¨,"SURV_HOSP_386-Arrangements, including alarm systems and door access controls, are used to provide security.",3.3.2.4,3.3.2.4,TEXT,TRACKER,,TRUE
