facilityType,seNumber,sectionPiId,standardId,questionCode,questionText,guideline,category,severity,isCritical,dataElementUid,dhis2DataElementCode,dhis2DataElementName,uidMatchMethod,valueType,domainType,optionSetUid,compulsory,sortOrderWithinStandard,active
HOSPITAL,40,40.3,40.3.2,40.3.2.5,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,5,TRUE
HOSPITAL,40,40.3,40.3.2,40.3.2.6,Severity: Moderate,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,6,TRUE
HOSPITAL,40,40.3,40.3.2,40.3.2.7,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,7,TRUE
HOSPITAL,40,40.3,40.3.2,40.3.2.8,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,8,TRUE
HOSPITAL,40,40.3,40.3.2,40.3.2.9,Severity: Very Serious Category: Pat & Staff Safety,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,9,TRUE
HOSPITAL,40,40.3,40.3.3,40.3.3.1,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,40,40.3,40.3.3,40.3.3.2,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,40,40.3,40.3.3,40.3.3.3,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,40,40.3,40.3.3,40.3.3.4,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,4,TRUE
HOSPITAL,40,40.3,40.3.3,40.3.3.5,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,5,TRUE
HOSPITAL,40,40.3,40.3.3,40.3.3.6,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,6,TRUE
HOSPITAL,40,40.3,40.3.4,40.3.4.1,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,40,40.3,40.3.4,40.3.4.2,Severity: Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,40,40.3,40.3.4,40.3.4.3,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,40,40.3,40.3.5,40.3.5.1,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,40,40.3,40.3.5,40.3.5.2,CRITICAL Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,40,40.3,40.3.5,40.3.5.3,CRITICAL Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,40,40.3,40.3.5,40.3.5.4,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,4,TRUE
HOSPITAL,40,40.4,40.4.1,40.4.1.1,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,40,40.4,40.4.1,40.4.1.2,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,40,40.4,40.4.1,40.4.1.3,Severity: Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,40,40.4,40.4.1,40.4.1.4,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,4,TRUE
HOSPITAL,40,40.4,40.4.1,40.4.1.5,CRITICAL Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,5,TRUE
HOSPITAL,40,40.4,40.4.1,40.4.1.6,CRITICAL Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,6,TRUE
HOSPITAL,40,40.4,40.4.1,40.4.1.7,Severity: Serious Category: Pat & Staff Safety,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,7,TRUE
HOSPITAL,40,40.4,40.4.1,40.4.1.8,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,8,TRUE
HOSPITAL,40,40.4,40.4.1,40.4.1.9,CRITICAL Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,9,TRUE
HOSPITAL,40,40.4,40.4.1,40.4.1.10,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,10,TRUE
HOSPITAL,40,40.4,40.4.1,40.4.1.11,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,11,TRUE
HOSPITAL,40,40.4,40.4.2,40.4.2.1,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,40,40.4,40.4.2,40.4.2.2,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,40,40.4,40.4.2,40.4.2.3,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,40,40.4,40.4.2,40.4.2.4,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,4,TRUE
HOSPITAL,40,40.4,40.4.2,40.4.2.5,Severity: Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,5,TRUE
HOSPITAL,40,40.4,40.4.2,40.4.2.6,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,6,TRUE
HOSPITAL,40,40.4,40.4.2,40.4.2.7,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,7,TRUE
HOSPITAL,40,40.4,40.4.2,40.4.2.8,Severity: Very Serious Category: Pat & Staff Safety,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,8,TRUE
HOSPITAL,40,40.4,40.4.2,40.4.2.9,CRITICAL Severity: Very Serious Category: Pat & Staff Safety,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,9,TRUE
HOSPITAL,40,40.4,40.4.2,40.4.2.10,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,10,TRUE
HOSPITAL,40,40.4,40.4.2,40.4.2.11,Severity: Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,11,TRUE
HOSPITAL,40,40.4,40.4.2,40.4.2.12,Severity: Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,12,TRUE
HOSPITAL,40,40.4,40.4.2,40.4.2.13,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,13,TRUE
HOSPITAL,40,40.4,40.4.2,40.4.2.14,Severity: Very Serious Category: Pat & Staff Safety,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,14,TRUE
HOSPITAL,40,40.5,40.5.1,40.5.1.1,Severity: Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,40,40.5,40.5.1,40.5.1.2,Severity: Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,40,40.5,40.5.1,40.5.1.3,Severity: Moderate,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,40,40.5,40.5.1,40.5.1.4,Severity: Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,4,TRUE
HOSPITAL,40,40.5,40.5.1,40.5.1.5,Severity: Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,5,TRUE
HOSPITAL,40,40.5,40.5.1,40.5.1.6,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,6,TRUE
HOSPITAL,40,40.5,40.5.1,40.5.1.7,Severity: Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,7,TRUE
HOSPITAL,40,40.5,40.5.1,40.5.1.8,Severity: Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,8,TRUE
HOSPITAL,40,40.5,40.5.1,40.5.1.9,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,9,TRUE
HOSPITAL,40,40.6,40.6.1,40.6.1.1,Severity: Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,40,40.6,40.6.1,40.6.1.2,Severity: Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,40,40.6,40.6.1,40.6.1.3,Severity: Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,40,40.6,40.6.1,40.6.1.4,Severity: Moderate,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,4,TRUE
HOSPITAL,40,40.6,40.6.1,40.6.1.5,Severity: Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,5,TRUE
HOSPITAL,40,40.6,40.6.1,40.6.1.6,Severity: Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,6,TRUE
HOSPITAL,40,40.6,40.6.1,40.6.1.7,Severity: Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,7,TRUE
HOSPITAL,40,40.6,40.6.2,40.6.2.1,Severity: Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,40,40.6,40.6.2,40.6.2.2,Severity: Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,40,40.6,40.6.2,40.6.2.3,Severity: Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,40,40.6,40.6.2,40.6.2.4,Severity: Moderate,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,4,TRUE
HOSPITAL,40,40.7,40.7.1,40.7.1.1,Severity: Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,40,40.7,40.7.1,40.7.1.2,Severity: Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,40,40.7,40.7.1,40.7.1.3,Severity: Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,40,40.7,40.7.1,40.7.1.4,Severity: Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,4,TRUE
HOSPITAL,40,40.7,40.7.1,40.7.1.5,Severity: Very Serious Category: Pat & Staff Safety,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,5,TRUE
HOSPITAL,40,40.7,40.7.2,40.7.2.1,Severity: Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,40,40.7,40.7.2,40.7.2.2,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,40,40.7,40.7.2,40.7.2.3,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,40,40.7,40.7.2,40.7.2.4,Severity: Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,4,TRUE
HOSPITAL,40,40.7,40.7.3,40.7.3.1,Severity: Very Serious Category: Pat & Staff Safety,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,40,40.7,40.7.3,40.7.3.2,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,40,40.7,40.7.3,40.7.3.3,CRITICAL Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,40,40.7,40.7.3,40.7.3.4,Severity: Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,4,TRUE
HOSPITAL,40,40.7,40.7.3,40.7.3.5,Severity: Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,5,TRUE
HOSPITAL,40,40.7,40.7.3,40.7.3.6,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,6,TRUE
HOSPITAL,40,40.7,40.7.4,40.7.4.1,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,40,40.7,40.7.4,40.7.4.2,Severity: Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,40,40.7,40.7.4,40.7.4.3,Severity: Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,40,40.7,40.7.4,40.7.4.4,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,4,TRUE
HOSPITAL,40,40.7,40.7.4,40.7.4.5,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,5,TRUE
HOSPITAL,40,40.7,40.7.4,40.7.4.6,Severity: Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,6,TRUE
HOSPITAL,40,40.7,40.7.4,40.7.4.7,Severity: Moderate,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,7,TRUE
HOSPITAL,40,40.8,40.8.1,40.8.1.1,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,40,40.8,40.8.1,40.8.1.2,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,40,40.8,40.8.1,40.8.1.3,Severity: Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,40,40.8,40.8.1,40.8.1.4,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,4,TRUE
HOSPITAL,40,40.8,40.8.1,40.8.1.5,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,5,TRUE
HOSPITAL,40,40.8,40.8.1,40.8.1.6,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,6,TRUE
HOSPITAL,40,40.9,40.9.1,40.9.1.1,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,40,40.9,40.9.1,40.9.1.2,Severity: Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,40,40.9,40.9.1,40.9.1.3,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,40,40.9,40.9.1,40.9.1.4,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,4,TRUE
HOSPITAL,40,40.9,40.9.1,40.9.1.5,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,5,TRUE
HOSPITAL,40,40.10,40.10.1,40.10.1.1,Severity: Very Serious Category: Pat & Staff Safety,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,40,40.10,40.10.1,40.10.1.2,Severity: Very Serious Category: Pat & Staff Safety,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,40,40.10,40.10.1,40.10.1.3,Severity: Very Serious Category: Pat & Staff Safety,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,40,40.10,40.10.1,40.10.1.4,Severity: Very Serious Category: Pat & Staff Safety,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,4,TRUE
HOSPITAL,40,40.10,40.10.1,40.10.1.5,Severity: Very Serious Category: Pat & Staff Safety,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,5,TRUE
HOSPITAL,40,40.10,40.10.1,40.10.1.6,Severity: Very Serious Category: Pat & Staff Safety,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,6,TRUE
HOSPITAL,40,40.10,40.10.1,40.10.1.7,Severity: Very Serious Category: Pat & Staff Safety,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,7,TRUE
HOSPITAL,40,40.11,40.11.1,40.11.1.1,Severity: Very Serious Category: Pat & Staff Safety,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,40,40.11,40.11.1,40.11.1.2,Severity: Serious Category: Pat & Staff Safety,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,40,40.11,40.11.1,40.11.1.3,Severity: Very Serious Category: Pat & Staff Safety,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,40,40.11,40.11.1,40.11.1.4,Severity: Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,4,TRUE
HOSPITAL,40,40.11,40.11.1,40.11.1.5,Severity: Very Serious Category: Pat & Staff Safety,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,5,TRUE
HOSPITAL,40,40.11,40.11.1,40.11.1.6,Severity: Very Serious Category: Pat & Staff Safety,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,6,TRUE
HOSPITAL,40,40.11,40.11.1,40.11.1.7,Severity: Very Serious Category: Pat & Staff Safety,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,7,TRUE
HOSPITAL,41,41.1,41.1.1,41.1.1.1,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,41,41.1,41.1.1,41.1.1.2,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,41,41.1,41.1.1,41.1.1.3,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,41,41.1,41.1.1,41.1.1.4,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,4,TRUE
HOSPITAL,41,41.1,41.1.1,41.1.1.5,Severity: Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,5,TRUE
HOSPITAL,41,41.1,41.1.1,41.1.1.6,Severity: Very Serious Category: Pat & Staff Safety,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,6,TRUE
HOSPITAL,41,41.1,41.1.2,41.1.2.1,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,41,41.1,41.1.2,41.1.2.2,Severity: Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,41,41.1,41.1.2,41.1.2.3,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,41,41.1,41.1.2,41.1.2.4,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,4,TRUE
HOSPITAL,41,41.2,41.2.1,41.2.1.1,ROOT Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,41,41.2,41.2.1,41.2.1.2,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,41,41.2,41.2.1,41.2.1.3,ROOT Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,41,41.2,41.2.1,41.2.1.4,Severity: Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,4,TRUE
HOSPITAL,41,41.2,41.2.1,41.2.1.5,Severity: Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,5,TRUE
HOSPITAL,41,41.2,41.2.1,41.2.1.6,Severity: Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,6,TRUE
HOSPITAL,41,41.2,41.2.1,41.2.1.7,Severity: Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,7,TRUE
HOSPITAL,41,41.2,41.2.1,41.2.1.8,Severity: Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,8,TRUE
HOSPITAL,41,41.2,41.2.1,41.2.1.9,Severity: Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,9,TRUE
HOSPITAL,41,41.2,41.2.2,41.2.2.1,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,41,41.2,41.2.2,41.2.2.2,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,41,41.2,41.2.2,41.2.2.3,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,41,41.2,41.2.2,41.2.2.4,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,4,TRUE
HOSPITAL,41,41.3,41.3.1,41.3.1.1,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,41,41.3,41.3.1,41.3.1.2,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,41,41.3,41.3.1,41.3.1.3,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,41,41.3,41.3.1,41.3.1.4,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,4,TRUE
HOSPITAL,41,41.3,41.3.1,41.3.1.5,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,5,TRUE
HOSPITAL,41,41.3,41.3.1,41.3.1.6,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,6,TRUE
HOSPITAL,41,41.3,41.3.1,41.3.1.7,Severity: Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,7,TRUE
HOSPITAL,41,41.3,41.3.1,41.3.1.8,Severity: Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,8,TRUE
HOSPITAL,41,41.3,41.3.1,41.3.1.9,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,9,TRUE
HOSPITAL,41,41.3,41.3.1,41.3.1.10,Severity: Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,10,TRUE
HOSPITAL,41,41.3,41.3.2,41.3.2.1,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,41,41.3,41.3.2,41.3.2.2,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,41,41.3,41.3.2,41.3.2.3,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,41,41.3,41.3.2,41.3.2.4,Severity: Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,4,TRUE
HOSPITAL,41,41.3,41.3.3,41.3.3.1,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,41,41.3,41.3.3,41.3.3.2,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,41,41.3,41.3.3,41.3.3.3,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,41,41.3,41.3.3,41.3.3.4,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,4,TRUE
HOSPITAL,41,41.3,41.3.3,41.3.3.5,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,5,TRUE
HOSPITAL,41,41.3,41.3.3,41.3.3.6,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,6,TRUE
HOSPITAL,41,41.3,41.3.3,41.3.3.7,CRITICAL Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,7,TRUE
HOSPITAL,41,41.3,41.3.3,41.3.3.8,CRITICAL Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,8,TRUE
HOSPITAL,41,41.3,41.3.3,41.3.3.9,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,9,TRUE
HOSPITAL,41,41.3,41.3.3,41.3.3.10,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,10,TRUE
HOSPITAL,41,41.4,41.4.1,41.4.1.1,Severity: Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
