root,linked,in_hl,in_mx,mx_color,tag,status
15.8.1.3,15.7.1.3,1,1,green,G,BOTH
15.8.1.4,4.2.3.3,1,1,green,G,BOTH
15.9.1.1,1.3.2.1,1,1,green,G,BOTH
15.9.2.1,1.2.5.4,1,1,green,G,BOTH
15.9.3.1,1.2.5.4,1,1,green,G,BOTH
15.9.3.1,15.9.3.6,1,1,yellow,,BOTH
15.9.3.6,15.9.3.1,1,1,green,G,BOTH
15.9.4.1,1.2.5.4,1,1,green,G,BOTH
15.9.4.1,1.3.2.1,1,1,green,G,BOTH
16.1.1.1,2.2.1.1,1,1,green,G,BOTH
16.1.1.1,2.5.1.1,1,1,green,G,BOTH
16.1.1.2,16.4.1.2,1,1,yellow,,BOTH
16.1.1.2,16.6.1.1,1,1,yellow,,BOTH
16.1.1.2,16.6.2.1,1,1,yellow,,BOTH
16.1.1.2,2.2.1.1,1,1,green,G,BOTH
16.1.1.2,2.5.1.1,1,1,green,G,BOTH
16.1.1.3,16.5.3.3,1,1,yellow,,BOTH
16.1.2.1,1.3.2.4,1,1,green,G,BOTH
16.1.2.3,16.5.1.1,1,1,yellow,,BOTH
16.10.1.1,8.2.2.1,1,1,green,G,BOTH
16.10.1.4,8.2.1.5,1,1,green,G,BOTH
16.11.1.1,5.1.1.3,1,1,green,G,BOTH
16.11.1.2,5.2.1.1,1,1,green,G,BOTH
16.11.1.2,6.1.2.1,0,1,green,G,MX_ONLY
16.11.1.3,5.4.1.1,1,1,green,G,BOTH
16.12.1.1,9.2.2.1,1,1,green,G,BOTH
16.13.1.1,7.1.1.1,1,1,green,G,BOTH
16.13.1.2,16.6.2.5,1,1,green,G,BOTH
16.13.1.2,16.6.2.6,1,1,green,G,BOTH
16.13.1.2,7.1.1.7,1,1,green,G,BOTH
16.13.1.2,7.2.6.4,1,1,green,G,BOTH
16.13.1.3,7.4.1.4,0,1,green,G,MX_ONLY
16.13.1.4,17.9.1.4,1,0,,,HL_ONLY
16.13.1.4,18.8.1.5,1,0,,,HL_ONLY
16.13.1.4,19.6.1.4,1,0,,,HL_ONLY
16.13.1.4,20.6.1.6,1,0,,,HL_ONLY
16.13.1.4,21.5.1.2,1,0,,,HL_ONLY
16.13.1.4,21.9.1.3,1,0,,,HL_ONLY
16.13.1.4,26.9.1.4,1,0,,,HL_ONLY
16.13.1.4,27.7.1.4,1,0,,,HL_ONLY
16.13.1.4,28.7.1.4,1,0,,,HL_ONLY
16.13.1.4,29.1.1.5,1,0,,,HL_ONLY
16.13.1.4,29.2.2.2,1,0,,,HL_ONLY
16.13.1.4,29.6.1.4,1,0,,,HL_ONLY
16.13.1.4,31.7.1.4,1,0,,,HL_ONLY
16.13.1.4,32.9.1.4,1,0,,,HL_ONLY
16.13.1.4,33.9.1.4,1,0,,,HL_ONLY
16.13.1.4,34.9.1.4,1,0,,,HL_ONLY
16.13.1.4,35.9.1.4,1,0,,,HL_ONLY
16.13.1.4,36.9.1.4,1,0,,,HL_ONLY
16.13.1.4,7.5.1.1,0,1,green,G,MX_ONLY
16.13.1.5,7.7.1.1,1,1,green,G,BOTH
16.2.1.1,1.2.2.3,1,1,green,G,BOTH
16.2.1.1,29.2.1.1,1,1,green,G,BOTH
16.2.1.1,4.2.2.6,1,1,green,G,BOTH
16.2.1.2,29.2.2.1,1,1,green,G,BOTH
16.2.1.2,29.2.3.2,1,1,green,G,BOTH
16.2.1.3,31.2.1.5,1,1,green,G,BOTH
16.2.1.4,30.2.1.2,1,1,green,G,BOTH
16.2.1.6,29.2.1.2,1,1,green,G,BOTH
16.2.1.7,29.3.1.1,1,1,green,G,BOTH
16.2.1.7,29.3.1.5,1,1,green,G,BOTH
16.3.1.1,1.3.2.2,1,1,green,G,BOTH
16.3.1.2,8.2.1.4,1,1,green,G,BOTH
16.3.1.3,1.3.2.2,1,1,green,G,BOTH
16.4.1.1,1.3.2.1,1,1,green,G,BOTH
16.4.1.1,16.4.2.1,1,1,yellow,,BOTH
16.4.1.1,16.4.3.1,1,1,yellow,,BOTH
16.4.1.2,16.1.1.2,1,1,green,G,BOTH
16.4.2.1,16.4.1.1,1,1,green,G,BOTH
16.4.2.1,16.4.3.1,1,1,yellow,,BOTH
16.4.2.9,7.2.5.2,1,1,green,G,BOTH
16.4.3.1,16.4.1.1,1,1,green,G,BOTH
16.4.3.1,16.4.2.1,1,1,green,G,BOTH
16.5.1.1,16.1.2.3,1,1,green,G,BOTH
16.5.2.1,1.3.2.1,1,1,green,G,BOTH
16.5.2.1,7.2.5.1,1,1,green,G,BOTH
16.5.2.1,9.2.1.8,1,1,green,G,BOTH
16.5.3.1,5.6.1.1,1,1,green,G,BOTH
16.5.3.3,16.1.1.3,1,1,green,G,BOTH
16.5.3.4,5.6.1.1,1,1,green,G,BOTH
16.5.5.2,1.3.2.1,1,1,green,G,BOTH
16.5.5.4,2.4.2.4,1,1,green,G,BOTH
16.5.6.1,1.3.2.1,1,1,green,G,BOTH
16.5.6.1,5.4.2.1,1,1,green,G,BOTH
16.6.1.1,1.3.2.1,1,1,green,G,BOTH
16.6.1.1,16.1.1.2,1,1,green,G,BOTH
16.6.1.1,21.3.1.1,1,1,green,G,BOTH
16.6.1.2,16.6.2.3,1,1,yellow,,BOTH
16.6.1.2,21.3.1.1,1,1,green,G,BOTH
16.6.1.2,7.2.2.1,1,1,green,G,BOTH
16.6.1.3,16.1.1.2,1,1,green,G,BOTH
16.6.1.4,21.3.1.1,1,1,green,G,BOTH
16.6.2.1,16.1.1.2,1,1,green,G,BOTH
16.6.2.2,7.2.1.3,1,1,green,G,BOTH
16.6.2.3,1.2.6.6,1,1,green,G,BOTH
16.6.2.3,16.6.1.2,1,1,green,G,BOTH
16.6.2.3,21.3.1.1,1,1,green,G,BOTH
16.6.2.4,21.1.2.1,1,1,green,G,BOTH
16.6.2.4,21.9.1.2,1,1,green,G,BOTH
16.6.2.5,16.13.1.2,1,1,yellow,,BOTH
16.6.2.5,21.6.1.1,1,1,green,G,BOTH
16.6.2.5,21.9.1.2,1,1,green,G,BOTH
16.6.2.5,7.1.1.7,1,1,green,G,BOTH
16.6.2.6,16.13.1.2,1,1,yellow,,BOTH
16.6.2.6,21.6.1.1,1,1,green,G,BOTH
16.6.2.6,21.9.1.2,1,1,green,G,BOTH
16.6.2.6,7.1.1.7,1,1,green,G,BOTH
16.6.3.2,21.5.1.1,1,0,,,HL_ONLY
16.6.3.2,21.5.1.11,0,1,green,G,MX_ONLY
16.6.3.3,21.5.1.1,1,0,,,HL_ONLY
16.6.3.3,21.5.1.12,0,1,green,G,MX_ONLY
16.6.3.4,21.4.1.4,1,1,green,G,BOTH
16.6.3.5,21.5.1.8,1,1,green,G,BOTH
16.6.3.6,21.5.1.9,1,1,green,G,BOTH
16.6.3.7,21.5.1.9,1,1,green,G,BOTH
16.6.3.8,21.5.1.8,1,1,green,G,BOTH
16.6.3.9,21.2.1.7,1,1,green,G,BOTH
16.6.3.9,21.5.1.5,1,1,green,G,BOTH
16.7.1.1,26.4.1.3,1,1,green,G,BOTH
16.7.1.3,16.8.1.3,1,1,yellow,,BOTH
16.7.1.5,1.3.2.1,1,1,green,G,BOTH
16.7.1.5,21.3.1.1,1,1,green,G,BOTH
16.7.1.5,34.4.1.1,1,1,green,G,BOTH
16.8.1.2,4.2.3.2,1,1,green,G,BOTH
16.8.1.2,5.3.1.2,1,1,green,G,BOTH
16.8.1.3,16.7.1.3,1,1,green,G,BOTH
16.8.1.4,4.2.3.3,1,1,green,G,BOTH
16.9.1.1,1.3.2.1,1,1,green,G,BOTH
16.9.2.1,1.2.5.4,1,1,green,G,BOTH
16.9.3.1,1.2.5.4,1,1,green,G,BOTH
16.9.3.1,16.9.3.6,1,1,yellow,,BOTH
16.9.3.6,16.9.3.1,1,1,green,G,BOTH
16.9.4.1,1.2.5.4,1,1,green,G,BOTH
16.9.4.1,1.3.2.1,1,1,green,G,BOTH
17.1.1.1,2.2.1.1,1,1,green,G,BOTH
17.1.1.1,2.5.1.1,1,1,green,G,BOTH
17.1.1.2,2.2.1.1,1,1,green,G,BOTH
17.1.1.2,2.2.1.4,1,1,green,G,BOTH
17.1.1.2,2.5.1.1,1,1,green,G,BOTH
17.1.1.3,2.5.1.7,1,1,green,G,BOTH
17.1.2.1,1.2.8.1,1,1,green,G,BOTH
17.1.2.2,1.3.1.1,1,1,green,G,BOTH
17.1.2.2,2.2.1.1,1,1,green,G,BOTH
17.1.2.3,1.3.1.4,1,1,green,G,BOTH
17.1.2.3,2.1.1.4,1,1,green,G,BOTH
17.1.2.3,2.2.1.1,1,1,green,G,BOTH
17.1.2.4,15.10.1.5,1,1,yellow,,BOTH
17.1.2.4,17.1.2.9,1,1,yellow,,BOTH
17.1.2.4,17.4.3.1,1,1,yellow,,BOTH
17.1.2.4,2.5.1.1,1,1,green,G,BOTH
17.1.2.9,17.1.2.4,1,1,green,G,BOTH
17.1.2.9,17.4.3.1,1,1,yellow,,BOTH
17.2.1.1,1.2.2.3,1,1,green,G,BOTH
17.2.1.10,21.5.1.8,0,1,green,G,MX_ONLY
17.2.1.4,1.2.2.3,1,1,green,G,BOTH
17.2.1.4,21.5.1.1,1,1,green,G,BOTH
17.2.1.7,1.2.2.2,1,0,,,HL_ONLY
17.2.1.7,1.3.1.5,1,0,,,HL_ONLY
17.2.1.7,17.2.1.1,1,0,,,HL_ONLY
17.2.1.7,21.5.1.8,1,0,,,HL_ONLY
17.2.1.7,29.2.1.4,1,1,green,G,BOTH
17.2.1.7,29.3.1.4,1,0,,,HL_ONLY
17.2.1.7,30.2.1.2,1,0,,,HL_ONLY
17.2.1.7,31.2.1.5,1,0,,,HL_ONLY
17.2.1.7,31.2.1.8,1,0,,,HL_ONLY
17.2.1.7,5.2.1.1,1,0,,,HL_ONLY
17.2.1.7,7.1.1.1,1,0,,,HL_ONLY
17.2.1.7,7.3.1.2,1,0,,,HL_ONLY
17.2.1.8,29.3.1.4,0,1,green,G,MX_ONLY
17.2.1.9,29.3.1.4,0,1,green,G,MX_ONLY
17.2.2.8,1.3.1.5,0,1,green,G,MX_ONLY
17.2.2.9,1.2.2.2,0,1,green,G,MX_ONLY
17.2.2.9,31.2.1.5,0,1,green,G,MX_ONLY
17.2.3.1,30.2.1.2,0,1,green,G,MX_ONLY
17.2.3.3,31.2.1.8,0,1,green,G,MX_ONLY
17.2.3.4,7.1.1.1,0,1,green,G,MX_ONLY
17.2.3.4,7.3.1.2,0,1,green,G,MX_ONLY
17.2.4.1,17.2.1.1,0,1,green,G,MX_ONLY
17.2.4.2,5.2.1.1,0,1,green,G,MX_ONLY
17.3.1.1,1.3.2.1,1,1,green,G,BOTH
17.3.1.2,8.2.1.4,1,1,green,G,BOTH
17.3.1.3,1.3.2.2,1,1,green,G,BOTH
17.4.1.1,1.2.6.1,1,1,green,G,BOTH
17.4.1.1,1.3.2.4,1,1,green,G,BOTH
17.4.1.1,17.4.1.3,1,1,yellow,,BOTH
17.4.1.3,17.4.1.1,1,1,green,G,BOTH
17.4.1.5,7.1.1.1,1,1,green,G,BOTH
17.4.1.6,21.5.1.11,1,1,green,G,BOTH
17.4.1.6,21.5.1.12,1,1,green,G,BOTH
17.4.2.2,7.2.1.1,1,1,green,G,BOTH
17.4.2.3,17.9.1.1,1,1,yellow,,BOTH
17.4.2.3,7.2.4.1,1,1,green,G,BOTH
17.4.2.5,5.6.1.1,1,1,green,G,BOTH
17.4.2.8,17.6.1.4,1,1,yellow,,BOTH
17.4.2.9,17.6.1.4,1,1,yellow,,BOTH
17.4.3.1,17.1.2.4,1,1,green,G,BOTH
17.4.3.1,17.1.2.9,1,1,green,G,BOTH
17.4.3.1,17.4.4.3,1,1,yellow,,BOTH
17.4.4.3,17.4.3.1,1,1,green,G,BOTH
17.5.2.2,1.3.2.1,1,1,green,G,BOTH
17.5.2.2,17.6.1.4,1,1,yellow,,BOTH
17.5.2.2,17.9.1.1,1,1,yellow,,BOTH
17.5.3.1,1.3.2.1,1,1,green,G,BOTH
17.5.3.6,17.6.1.4,1,1,yellow,,BOTH
17.6.1.1,8.2.2.1,1,1,green,G,BOTH
17.6.1.4,8.2.1.5,1,1,green,G,BOTH
17.7.1.1,5.1.1.3,1,1,green,G,BOTH
17.7.1.2,5.2.1.1,1,1,green,G,BOTH
17.7.1.2,6.1.2.1,0,1,green,G,MX_ONLY
17.7.1.3,5.4.1.1,1,1,green,G,BOTH
17.8.1.1,9.2.1.1,1,1,green,G,BOTH
17.9.1.1,17.4.2.3,1,1,green,G,BOTH
17.9.1.1,17.5.2.2,1,1,green,G,BOTH
17.9.1.1,7.1.1.1,1,1,green,G,BOTH
17.9.1.2,7.1.1.7,1,1,green,G,BOTH
17.9.1.2,7.2.6.4,1,1,green,G,BOTH
17.9.1.3,7.4.1.4,0,1,green,G,MX_ONLY
17.9.1.4,7.5.1.1,1,1,green,G,BOTH
17.9.1.5,7.7.1.1,1,1,green,G,BOTH
18.1.1.4,1.2.1.4,1,1,green,G,BOTH
18.1.1.5,1.2.7.2,1,1,green,G,BOTH
18.1.1.5,1.3.1.1,1,1,green,G,BOTH
18.1.1.5,2.2.1.1,1,1,green,G,BOTH
18.1.1.5,2.5.1.1,1,1,green,G,BOTH
18.1.1.6,1.2.6.1,1,1,green,G,BOTH
18.1.1.6,18.3.2.1,1,1,yellow,,BOTH
18.2.1.1,1.2.7.2,1,1,green,G,BOTH
18.2.1.1,1.3.1.7,1,1,green,G,BOTH
18.2.1.2,1.2.7.2,1,1,green,G,BOTH
18.2.1.3,1.2.5.1,1,1,green,G,BOTH
18.2.1.7,1.3.1.8,1,1,green,G,BOTH
18.3.1.1,18.3.1.3,1,1,yellow,,BOTH
18.3.1.1,18.3.4.2,1,1,yellow,,BOTH
18.3.1.1,18.8.1.1,1,1,yellow,,BOTH
18.3.1.3,18.3.1.1,1,1,green,G,BOTH
18.3.2.1,1.2.1.4,1,1,green,G,BOTH
18.3.2.1,1.2.1.5,1,1,green,G,BOTH
18.3.2.1,18.2.1.6,1,1,green,G,BOTH
18.3.2.13,1.2.7.3,1,1,green,G,BOTH
18.3.2.13,18.8.1.1,1,1,yellow,,BOTH
18.3.5.2,18.3.1.1,1,1,green,G,BOTH
18.3.6.3,1.2.1.4,1,1,green,G,BOTH
18.3.6.3,18.8.1.1,1,1,yellow,,BOTH
18.3.6.9,18.3.5.3,1,1,green,G,BOTH
18.4.1.4,1.1.1.2,1,1,green,G,BOTH
18.4.1.4,1.2.7.2,1,1,green,G,BOTH
18.4.1.4,2.2.1.1,1,1,green,G,BOTH
18.5.1.1,8.2.2.1,1,1,green,G,BOTH
18.5.1.4,8.2.1.5,1,1,green,G,BOTH
18.6.1.1,19.4.1.1,1,0,,,HL_ONLY
18.6.1.1,20.4.1.1,1,0,,,HL_ONLY
18.6.1.1,21.7.1.1,1,0,,,HL_ONLY
18.6.1.1,22.13.1.1,1,0,,,HL_ONLY
18.6.1.1,23.11.1.1,1,0,,,HL_ONLY
18.6.1.1,24.13.1.1,1,0,,,HL_ONLY
18.6.1.1,26.7.1.1,1,0,,,HL_ONLY
18.6.1.1,5.1.1.3,0,1,green,G,MX_ONLY
18.6.1.2,4.1.1.6,0,1,green,G,MX_ONLY
18.6.1.2,5.2.1.1,1,1,green,G,BOTH
18.6.1.2,6.1.2.1,0,1,green,G,MX_ONLY
18.6.1.3,5.4.1.1,1,1,green,G,BOTH
18.7.1.1,9.2.1.1,1,1,green,G,BOTH
18.8.1.1,18.3.1.3,1,1,green,G,BOTH
18.8.1.1,18.3.2.13,1,1,green,G,BOTH
18.8.1.1,18.3.5.3,1,1,green,G,BOTH
18.8.1.1,7.1.1.1,1,1,green,G,BOTH
18.8.1.2,7.1.1.7,1,1,green,G,BOTH
18.8.1.2,7.2.6.4,1,1,green,G,BOTH
18.8.1.3,7.4.1.4,0,1,green,G,MX_ONLY
18.8.1.4,7.5.1.1,1,1,green,G,BOTH
18.8.1.5,7.7.1.1,1,1,green,G,BOTH
19.1.1.1,1.2.7.2,1,1,green,G,BOTH
19.1.1.1,1.3.1.7,1,1,green,G,BOTH
19.1.1.1,19.1.3.6,0,1,yellow,,MX_ONLY
19.1.1.2,1.2.6.1,1,1,green,G,BOTH
19.1.1.3,2.2.1.5,1,1,green,G,BOTH
19.1.1.3,22.7.2.1,1,1,yellow,,BOTH
19.1.1.3,23.5.2.1,1,1,yellow,,BOTH
19.1.1.3,24.7.2.1,1,1,yellow,,BOTH
19.1.2.1,1.3.1.1,1,1,green,G,BOTH
19.1.2.1,2.2.1.1,1,1,green,G,BOTH
19.1.2.1,2.5.1.1,1,1,green,G,BOTH
19.1.3.1,1.1.1.2,1,1,green,G,BOTH
19.1.3.1,1.2.7.2,1,1,green,G,BOTH
19.1.3.1,2.2.1.1,1,1,green,G,BOTH
19.1.3.4,19.1.1.1,1,1,green,G,BOTH
19.1.4.1,1.2.2.3,1,1,green,G,BOTH
19.1.4.1,31.2.1.5,1,1,green,G,BOTH
19.1.4.3,3.1.1.8,1,1,green,G,BOTH
19.1.4.8,19.3.2.1,1,1,yellow,,BOTH
19.1.5.2,1.3.1.5,1,1,green,G,BOTH
19.1.5.2,3.3.1.2,1,1,green,G,BOTH
19.1.5.4,19.3.2.1,1,1,yellow,,BOTH
19.2.1.1,19.6.1.1,1,1,yellow,,BOTH
19.2.1.1,7.2.1.1,1,1,green,G,BOTH
19.2.1.2,1.2.7.2,1,1,green,G,BOTH
19.2.3.2,19.3.1.2,1,1,yellow,,BOTH
19.2.3.3,19.1.1.4,1,1,green,G,BOTH
19.2.3.3,7.2.2.1,1,1,green,G,BOTH
19.3.1.1,8.2.2.1,1,1,green,G,BOTH
19.3.1.4,8.2.1.5,1,1,green,G,BOTH
19.3.2.1,1.3.1.8,1,1,green,G,BOTH
19.3.2.1,19.1.5.4,1,1,green,G,BOTH
19.3.2.1,19.3.2.8,1,1,yellow,,BOTH
19.3.2.8,1.2.7.2,1,1,green,G,BOTH
19.3.2.8,19.3.2.1,1,1,green,G,BOTH
19.4.1.1,5.1.1.3,1,1,green,G,BOTH
19.4.1.2,4.1.1.6,1,1,green,G,BOTH
19.4.1.2,5.2.1.1,1,1,green,G,BOTH
19.4.1.2,6.1.2.1,0,1,none,,MX_ONLY
19.4.1.3,5.4.1.1,1,1,green,G,BOTH
19.5.1.1,9.2.1.1,1,1,green,G,BOTH
19.6.1.1,19.2.1.1,1,1,green,G,BOTH
19.6.1.1,7.1.1.1,1,1,green,G,BOTH
19.6.1.2,7.1.1.7,1,1,green,G,BOTH
19.6.1.2,7.2.6.4,1,1,green,G,BOTH
19.6.1.3,7.4.1.4,0,1,green,G,MX_ONLY
19.6.1.4,7.5.1.1,1,1,green,G,BOTH
19.6.1.5,7.7.1.1,1,1,green,G,BOTH
2.1.1.3,1.2.6.1,1,1,green,G,BOTH
2.1.1.4,1.3.1.4,1,1,green,G,BOTH
2.1.1.4,17.1.2.3,1,1,yellow,,BOTH
2.1.1.4,2.2.1.1,1,1,yellow,,BOTH
2.1.1.4,41.1.1.2,0,1,yellow,,MX_ONLY
2.1.1.5,6.1.1.1,1,1,green,G,BOTH
2.1.1.5,7.1.1.1,1,1,green,G,BOTH
2.1.1.5,7.1.1.7,1,1,green,G,BOTH
2.1.1.6,2.2.1.1,1,1,yellow,,BOTH
2.1.1.6,7.1.1.1,1,1,green,G,BOTH
2.1.2.4,2.5.1.5,1,1,yellow,,BOTH
2.1.2.4,2.5.1.6,1,1,yellow,,BOTH
2.2.1.1,1.3.1.1,1,1,green,G,BOTH
2.2.1.1,1.3.1.4,1,1,green,G,BOTH
2.2.1.1,10.1.1.1,1,1,yellow,,BOTH
2.2.1.1,11.1.1.1,0,1,yellow,,MX_ONLY
2.2.1.1,12.1.1.1,0,1,yellow,,MX_ONLY
2.2.1.1,13.1.1.1,0,1,yellow,,MX_ONLY
2.2.1.1,14.1.1.1,0,1,yellow,,MX_ONLY
2.2.1.1,15.1.1.1,0,1,yellow,,MX_ONLY
2.2.1.1,16.1.1.1,0,1,yellow,,MX_ONLY
2.2.1.1,17.1.1.1,0,1,yellow,,MX_ONLY
2.2.1.1,17.1.2.2,0,1,yellow,,MX_ONLY
2.2.1.1,18.2.1.1,0,1,yellow,,MX_ONLY
2.2.1.1,18.2.1.5,0,1,yellow,,MX_ONLY
2.2.1.1,18.4.1.4,0,1,yellow,,MX_ONLY
2.2.1.1,19.1.2.1,0,1,yellow,,MX_ONLY
2.2.1.1,2.1.1.1,1,1,yellow,,BOTH
2.2.1.1,2.1.1.4,1,1,yellow,,BOTH
2.2.1.1,2.5.1.1,1,1,yellow,,BOTH
2.2.1.1,20.1.2.1,0,1,yellow,,MX_ONLY
2.2.1.1,20.1.3.1,0,1,yellow,,MX_ONLY
2.2.1.1,21.1.1.1,0,1,yellow,,MX_ONLY
2.2.1.1,22.1.1.1,0,1,yellow,,MX_ONLY
2.2.1.1,23.1.1.1,0,1,yellow,,MX_ONLY
2.2.1.1,24.1.1.1,0,1,yellow,,MX_ONLY
2.2.1.1,25.1.1.1,0,1,yellow,,MX_ONLY
2.2.1.1,26.1.1.1,0,1,yellow,,MX_ONLY
2.2.1.1,27.1.1.1,0,1,yellow,,MX_ONLY
2.2.1.1,28.1.1.1,0,1,yellow,,MX_ONLY
2.2.1.1,29.1.1.1,0,1,yellow,,MX_ONLY
2.2.1.1,29.1.2.1,0,1,yellow,,MX_ONLY
2.2.1.1,3.1.1.1,1,1,yellow,,BOTH
2.2.1.1,3.2.1.1,1,1,yellow,,BOTH
2.2.1.1,3.3.1.1,1,1,yellow,,BOTH
2.2.1.1,3.4.1.1,1,1,yellow,,BOTH
2.2.1.1,3.4.2.4,1,1,yellow,,BOTH
2.2.1.1,31.1.1.1,0,1,yellow,,MX_ONLY
2.2.1.1,32.1.1.1,0,1,yellow,,MX_ONLY
2.2.1.1,33.1.1.1,0,1,yellow,,MX_ONLY
2.2.1.1,34.1.1.1,0,1,yellow,,MX_ONLY
2.2.1.1,35.1.1.1,0,1,yellow,,MX_ONLY
2.2.1.1,36.1.1.1,0,1,yellow,,MX_ONLY
2.2.1.1,37.1.1.1,0,1,yellow,,MX_ONLY
2.2.1.1,38.1.2.1,0,1,yellow,,MX_ONLY
2.2.1.1,38.1.3.1,0,1,yellow,,MX_ONLY
2.2.1.1,39.1.1.2,0,1,yellow,,MX_ONLY
2.2.1.1,39.1.1.3,0,1,yellow,,MX_ONLY
2.2.1.1,40.1.1.2,0,1,yellow,,MX_ONLY
2.2.1.1,40.1.1.3,0,1,yellow,,MX_ONLY
2.2.1.1,41.1.1.1,0,1,yellow,,MX_ONLY
2.2.1.1,41.1.1.2,0,1,yellow,,MX_ONLY
2.2.1.1,42.1.1.1,0,1,yellow,,MX_ONLY
2.2.1.1,42.1.1.3,0,1,yellow,,MX_ONLY
2.2.1.1,43.1.1.2,0,1,yellow,,MX_ONLY
2.2.1.1,43.1.1.3,0,1,yellow,,MX_ONLY
2.2.1.1,44.1.1.2,0,1,yellow,,MX_ONLY
2.2.1.1,44.1.1.3,0,1,yellow,,MX_ONLY
2.2.1.1,45.1.1.1,0,1,yellow,,MX_ONLY
2.2.1.1,6.2.2.1,1,1,yellow,,BOTH
2.2.1.1,7.1.1.6,1,1,yellow,,BOTH
2.2.1.4,17.1.1.2,1,1,yellow,,BOTH
2.2.1.4,30.1.1.5,1,1,yellow,,BOTH
2.2.1.4,32.1.1.3,1,1,yellow,,BOTH
2.2.1.4,33.1.1.3,1,1,yellow,,BOTH
2.2.1.4,34.1.1.3,1,1,yellow,,BOTH
2.2.1.4,35.1.1.3,1,1,yellow,,BOTH
2.2.1.4,36.1.1.3,1,1,yellow,,BOTH
2.2.1.4,37.1.1.3,1,1,yellow,,BOTH
2.2.1.4,38.3.5.1,0,1,yellow,,MX_ONLY
2.2.1.5,19.1.1.3,1,1,yellow,,BOTH
2.2.1.5,20.1.1.2,1,1,yellow,,BOTH
2.2.1.5,22.1.1.4,1,1,yellow,,BOTH
2.2.1.5,23.1.1.4,1,1,yellow,,BOTH
2.2.1.5,24.1.1.4,1,1,yellow,,BOTH
2.2.1.5,29.1.2.4,1,1,yellow,,BOTH
2.2.1.5,38.1.1.2,1,1,yellow,,BOTH
2.3.1.1,1.3.1.1,1,1,green,G,BOTH
2.3.1.1,1.3.1.2,1,1,green,G,BOTH
2.3.1.1,21.1.1.3,1,1,yellow,,BOTH
2.3.1.1,25.1.1.4,1,1,yellow,,BOTH
2.3.1.1,26.1.1.4,1,1,yellow,,BOTH
2.3.1.1,27.1.1.4,1,1,yellow,,BOTH
2.3.1.1,28.1.1.4,1,1,yellow,,BOTH
2.3.1.1,29.1.1.2,1,1,yellow,,BOTH
2.3.1.1,30.1.1.2,1,1,yellow,,BOTH
2.3.1.1,31.1.1.2,1,1,yellow,,BOTH
2.3.1.1,32.1.1.4,1,1,yellow,,BOTH
2.3.1.1,33.1.1.4,1,1,yellow,,BOTH
2.3.1.1,34.1.1.4,1,1,yellow,,BOTH
2.3.1.1,35.1.1.4,1,1,yellow,,BOTH
2.3.1.1,36.1.1.4,1,1,yellow,,BOTH
2.3.1.1,37.1.1.4,1,1,yellow,,BOTH
2.3.1.1,38.1.1.4,1,1,yellow,,BOTH
2.3.2.2,2.6.1.4,1,1,yellow,,BOTH
2.3.3.2,1.2.1.4,1,1,green,G,BOTH
2.4.1.3,1.3.1.6,1,1,green,G,BOTH
2.4.1.4,1.2.7.6,1,1,green,G,BOTH
2.4.2.1,5.1.1.4,1,1,yellow,,BOTH
2.4.2.1,7.3.1.5,1,1,yellow,,BOTH
2.4.2.1,7.5.1.7,1,1,yellow,,BOTH
2.4.2.2,1.3.1.6,1,1,green,G,BOTH
2.4.2.2,2.4.2.4,1,1,yellow,,BOTH
2.4.2.2,22.8.5.4,1,1,yellow,,BOTH
2.4.2.2,23.6.3.4,1,1,yellow,,BOTH
2.4.2.2,24.8.4.3,1,1,yellow,,BOTH
2.4.2.2,31.3.1.1,0,1,yellow,,MX_ONLY
2.4.2.2,31.3.1.4,0,1,yellow,,MX_ONLY
2.4.2.2,45.2.2.1,0,1,yellow,,MX_ONLY
2.4.2.2,5.1.1.4,1,1,yellow,,BOTH
2.4.2.2,7.1.1.5,1,1,yellow,,BOTH
2.4.2.2,7.5.1.7,1,1,yellow,,BOTH
2.4.2.2,8.1.2.3,1,1,yellow,,BOTH
2.4.2.2,9.5.1.1,1,1,yellow,,BOTH
2.4.2.4,10.5.5.4,0,1,yellow,,MX_ONLY
2.4.2.4,16.5.5.4,0,1,yellow,,MX_ONLY
2.4.2.4,2.4.2.2,0,1,green,G,MX_ONLY
2.4.2.4,22.8.5.4,0,1,yellow,,MX_ONLY
2.4.2.4,23.6.3.4,0,1,yellow,,MX_ONLY
2.4.2.4,24.8.4.3,0,1,yellow,,MX_ONLY
2.4.2.4,39.3.4.5,0,1,yellow,,MX_ONLY
2.4.2.4,40.3.3.5,0,1,yellow,,MX_ONLY
2.4.2.4,42.3.4.5,0,1,yellow,,MX_ONLY
2.4.2.4,43.3.4.5,0,1,yellow,,MX_ONLY
2.4.2.4,44.3.4.5,0,1,yellow,,MX_ONLY
2.4.2.5,30.3.1.6,1,1,yellow,,BOTH
2.4.2.5,31.3.1.2,1,1,yellow,,BOTH
2.4.3.1,30.3.1.1,1,1,yellow,,BOTH
2.4.3.3,31.3.1.6,1,1,yellow,,BOTH
2.4.3.4,31.3.1.6,1,1,yellow,,BOTH
2.5.1.1,1.2.1.4,1,1,green,G,BOTH
2.5.1.1,17.1.1.1,1,1,yellow,,BOTH
2.5.1.1,17.1.2.4,0,1,yellow,,MX_ONLY
2.5.1.1,18.2.1.5,0,1,yellow,,MX_ONLY
2.5.1.1,19.1.2.1,0,1,yellow,,MX_ONLY
