root,linked,in_hl,in_mx,mx_color,tag,status
41.6.1.4,5.6.1.1,0,1,green,G,MX_ONLY
41.7.1.1,9.2.2.1,0,1,green,G,MX_ONLY
41.7.1.5,7.7.1.1,0,1,green,G,MX_ONLY
41.8.1.1,7.1.1.1,0,1,green,G,MX_ONLY
41.8.1.3,7.5.1.1,0,1,green,G,MX_ONLY
41.8.1.5,7.4.1.4,0,1,green,G,MX_ONLY
42.1.1.2,2.2.1.1,0,1,green,G,MX_ONLY
42.1.1.2,2.5.1.1,0,1,green,G,MX_ONLY
42.1.1.3,2.2.1.1,0,1,green,G,MX_ONLY
42.1.1.3,2.5.1.1,0,1,green,G,MX_ONLY
42.1.1.3,42.2.1.2,0,1,yellow,,MX_ONLY
42.1.1.3,42.4.2.1,0,1,yellow,,MX_ONLY
42.1.1.3,42.4.2.2,0,1,yellow,,MX_ONLY
42.1.1.3,42.4.2.3,0,1,yellow,,MX_ONLY
42.1.2.1,1.3.2.2,0,1,green,G,MX_ONLY
42.1.2.4,8.2.1.4,0,1,green,G,MX_ONLY
42.1.2.5,1.3.2.2,0,1,green,G,MX_ONLY
42.1.3.2,1.3.2.4,0,1,green,G,MX_ONLY
42.1.3.2,42.1.3.5,0,1,yellow,,MX_ONLY
42.1.3.5,42.1.3.2,0,1,green,G,MX_ONLY
42.1.3.5,42.2.1.1,0,1,yellow,,MX_ONLY
42.1.3.5,42.3.2.1,0,1,yellow,,MX_ONLY
42.10.1.1,9.2.2.1,0,1,green,G,MX_ONLY
42.10.1.5,7.7.1.1,0,1,green,G,MX_ONLY
42.11.1.10,7.4.1.4,0,1,green,G,MX_ONLY
42.11.1.2,7.1.1.1,0,1,green,G,MX_ONLY
42.11.1.3,7.5.1.1,0,1,green,G,MX_ONLY
42.11.1.5,7.4.1.4,0,1,green,G,MX_ONLY
42.2.1.1,1.3.2.1,0,1,green,G,MX_ONLY
42.2.1.1,42.1.3.2,0,1,green,G,MX_ONLY
42.2.1.1,42.2.2.1,0,1,yellow,,MX_ONLY
42.2.1.1,42.2.4.1,0,1,yellow,,MX_ONLY
42.2.1.2,42.1.1.3,0,1,green,G,MX_ONLY
42.2.2.1,42.2.1.1,0,1,green,G,MX_ONLY
42.2.2.1,42.2.4.1,0,1,yellow,,MX_ONLY
42.2.2.10,7.2.5.2,0,1,green,G,MX_ONLY
42.2.4.1,42.2.1.1,0,1,green,G,MX_ONLY
42.2.4.1,42.2.2.1,0,1,green,G,MX_ONLY
42.3.1.1,1.2.2.3,0,1,green,G,MX_ONLY
42.3.1.1,29.2.1.1,0,1,green,G,MX_ONLY
42.3.1.1,4.2.2.6,0,1,green,G,MX_ONLY
42.3.1.2,31.2.1.5,0,1,green,G,MX_ONLY
42.3.1.3,30.2.1.2,0,1,green,G,MX_ONLY
42.3.1.4,29.2.1.2,0,1,green,G,MX_ONLY
42.3.1.5,29.2.2.1,0,1,green,G,MX_ONLY
42.3.1.5,29.2.3.2,0,1,green,G,MX_ONLY
42.3.1.7,29.3.1.1,0,1,green,G,MX_ONLY
42.3.1.7,29.3.1.5,0,1,green,G,MX_ONLY
42.3.2.1,42.1.3.5,0,1,green,G,MX_ONLY
42.3.3.3,1.2.7.2,0,1,green,G,MX_ONLY
42.3.3.3,1.3.1.7,0,1,green,G,MX_ONLY
42.3.3.6,5.1.1.3,0,1,green,G,MX_ONLY
42.3.4.2,1.3.2.1,0,1,green,G,MX_ONLY
42.3.4.5,2.4.2.4,0,1,green,G,MX_ONLY
42.3.5.1,1.3.2.1,0,1,green,G,MX_ONLY
42.3.5.1,7.2.5.1,0,1,green,G,MX_ONLY
42.3.5.1,9.2.1.8,0,1,green,G,MX_ONLY
42.3.6.1,5.6.1.1,0,1,green,G,MX_ONLY
42.3.6.2,5.6.1.1,0,1,green,G,MX_ONLY
42.4.1.11,21.2.1.7,0,1,green,G,MX_ONLY
42.4.1.2,21.5.1.9,0,1,green,G,MX_ONLY
42.4.1.4,21.5.1.11,0,1,green,G,MX_ONLY
42.4.1.5,21.5.1.12,0,1,green,G,MX_ONLY
42.4.1.7,21.5.1.8,0,1,green,G,MX_ONLY
42.4.1.8,21.5.1.9,0,1,green,G,MX_ONLY
42.4.1.9,21.5.1.8,0,1,green,G,MX_ONLY
42.4.2.1,1.3.2.1,0,1,green,G,MX_ONLY
42.4.2.1,21.1.2.1,0,1,green,G,MX_ONLY
42.4.2.1,21.3.1.1,0,1,green,G,MX_ONLY
42.4.2.1,42.1.1.3,0,1,green,G,MX_ONLY
42.4.2.11,21.1.2.1,0,1,green,G,MX_ONLY
42.4.2.11,21.9.1.2,0,1,green,G,MX_ONLY
42.4.2.13,21.6.1.1,0,1,green,G,MX_ONLY
42.4.2.13,21.9.1.2,0,1,green,G,MX_ONLY
42.4.2.13,42.8.1.6,0,1,yellow,,MX_ONLY
42.4.2.13,7.1.1.7,0,1,green,G,MX_ONLY
42.4.2.14,21.6.1.1,0,1,green,G,MX_ONLY
42.4.2.14,21.9.1.2,0,1,green,G,MX_ONLY
42.4.2.14,42.8.1.6,0,1,yellow,,MX_ONLY
42.4.2.14,7.1.1.7,0,1,green,G,MX_ONLY
42.4.2.2,42.1.1.3,0,1,green,G,MX_ONLY
42.4.2.3,42.1.1.3,0,1,green,G,MX_ONLY
42.4.2.6,21.3.1.1,0,1,green,G,MX_ONLY
42.4.2.7,21.3.1.1,0,1,green,G,MX_ONLY
42.4.2.7,42.4.2.7,0,1,none,,MX_ONLY
42.4.2.7,42.4.2.8,0,1,yellow,,MX_ONLY
42.4.2.7,42.4.2.9,0,1,yellow,,MX_ONLY
42.4.2.7,7.2.2.1,0,1,green,G,MX_ONLY
42.4.2.8,42.4.2.7,0,1,green,G,MX_ONLY
42.4.2.8,42.4.2.8,0,1,none,,MX_ONLY
42.4.2.8,7.2.1.3,0,1,green,G,MX_ONLY
42.4.2.9,1.2.6.6,0,1,green,G,MX_ONLY
42.4.2.9,21.3.1.1,0,1,green,G,MX_ONLY
42.4.2.9,42.4.2.7,0,1,green,G,MX_ONLY
42.5.1.1,26.4.1.3,0,1,green,G,MX_ONLY
42.5.1.5,42.6.1.5,0,1,yellow,,MX_ONLY
42.5.1.7,1.3.2.1,0,1,green,G,MX_ONLY
42.5.1.7,21.3.1.1,0,1,green,G,MX_ONLY
42.5.1.7,34.4.1.1,0,1,green,G,MX_ONLY
42.6.1.3,4.2.3.2,0,1,green,G,MX_ONLY
42.6.1.3,5.3.1.2,0,1,green,G,MX_ONLY
42.6.1.5,42.5.1.5,0,1,green,G,MX_ONLY
42.7.1.1,1.3.2.1,0,1,green,G,MX_ONLY
42.7.2.1,1.2.5.4,0,1,green,G,MX_ONLY
42.7.3.1,1.2.5.4,0,1,green,G,MX_ONLY
42.7.3.1,42.7.3.3,0,1,yellow,,MX_ONLY
42.7.3.3,42.7.3.1,0,1,green,G,MX_ONLY
42.7.4.1,1.2.5.4,0,1,green,G,MX_ONLY
42.7.4.1,1.3.2.1,0,1,green,G,MX_ONLY
42.8.1.1,8.2.2.1,0,1,green,G,MX_ONLY
42.8.1.5,8.2.1.5,0,1,green,G,MX_ONLY
42.8.1.6,42.4.2.13,0,1,green,G,MX_ONLY
42.8.1.6,42.4.2.14,0,1,green,G,MX_ONLY
42.8.1.6,7.1.1.7,0,1,green,G,MX_ONLY
42.8.1.6,7.2.6.4,0,1,green,G,MX_ONLY
42.9.1.1,5.1.1.3,0,1,green,G,MX_ONLY
42.9.1.3,5.2.1.1,0,1,green,G,MX_ONLY
42.9.1.3,5.2.1.2,0,1,green,G,MX_ONLY
42.9.1.3,5.2.1.3,0,1,green,G,MX_ONLY
42.9.1.3,6.1.2.1,0,1,green,G,MX_ONLY
42.9.1.4,5.4.1.1,0,1,green,G,MX_ONLY
43.1.1.2,2.2.1.1,0,1,green,G,MX_ONLY
43.1.1.2,2.5.1.1,0,1,green,G,MX_ONLY
43.1.1.3,2.2.1.1,0,1,green,G,MX_ONLY
43.1.1.3,2.5.1.1,0,1,green,G,MX_ONLY
43.1.1.3,43.2.1.2,0,1,yellow,,MX_ONLY
43.1.1.3,43.4.2.1,0,1,yellow,,MX_ONLY
43.1.1.3,43.4.2.2,0,1,yellow,,MX_ONLY
43.1.1.3,43.4.2.3,0,1,yellow,,MX_ONLY
43.1.2.1,1.3.2.2,0,1,green,G,MX_ONLY
43.1.2.4,8.2.1.4,0,1,green,G,MX_ONLY
43.1.2.5,1.3.2.2,0,1,green,G,MX_ONLY
43.1.3.2,1.3.2.4,0,1,green,G,MX_ONLY
43.1.3.2,43.1.3.5,0,1,yellow,,MX_ONLY
43.1.3.5,43.2.1.1,0,1,yellow,,MX_ONLY
43.1.3.5,43.2.1.2,0,1,yellow,,MX_ONLY
43.1.3.5,43.4.2.3,0,1,yellow,,MX_ONLY
43.10.1.1,9.2.2.1,0,1,green,G,MX_ONLY
43.10.1.5,7.7.1.1,0,1,green,G,MX_ONLY
43.11.1.1,7.1.1.1,0,1,green,G,MX_ONLY
43.11.1.3,7.5.1.1,0,1,green,G,MX_ONLY
43.11.1.5,7.4.1.4,0,1,green,G,MX_ONLY
43.11.1.7,7.4.1.4,0,1,green,G,MX_ONLY
43.2.1.1,1.3.2.1,0,1,green,G,MX_ONLY
43.2.1.1,43.1.3.2,0,1,yellow,,MX_ONLY
43.2.1.1,43.2.2.1,0,1,yellow,,MX_ONLY
43.2.1.1,43.2.3.1,0,1,yellow,,MX_ONLY
43.2.1.2,43.1.1.3,0,1,green,G,MX_ONLY
43.2.2.1,43.2.1.1,0,1,green,G,MX_ONLY
43.2.2.1,43.2.3.1,0,1,yellow,,MX_ONLY
43.2.2.10,7.2.5.2,0,1,green,G,MX_ONLY
43.2.3.1,43.2.1.1,0,1,green,G,MX_ONLY
43.2.3.1,43.2.2.1,0,1,green,G,MX_ONLY
43.3.1.1,1.2.2.3,0,1,green,G,MX_ONLY
43.3.1.1,29.2.1.1,0,1,green,G,MX_ONLY
43.3.1.1,4.2.2.6,0,1,green,G,MX_ONLY
43.3.1.2,31.2.1.5,0,1,green,G,MX_ONLY
43.3.1.3,30.2.1.2,0,1,green,G,MX_ONLY
43.3.1.4,29.2.1.2,0,1,green,G,MX_ONLY
43.3.1.5,29.2.2.1,0,1,green,G,MX_ONLY
43.3.1.5,29.2.3.2,0,1,green,G,MX_ONLY
43.3.1.7,29.3.1.1,0,1,green,G,MX_ONLY
43.3.1.7,29.3.1.5,0,1,green,G,MX_ONLY
43.3.2.1,43.1.3.5,0,1,yellow,,MX_ONLY
43.3.3.3,1.2.7.2,0,1,green,G,MX_ONLY
43.3.3.3,1.3.1.7,0,1,green,G,MX_ONLY
43.3.4.2,1.3.2.1,0,1,green,G,MX_ONLY
43.3.4.5,2.4.2.4,0,1,green,G,MX_ONLY
43.3.5.1,1.3.2.1,0,1,green,G,MX_ONLY
43.3.5.1,7.2.5.1,0,1,green,G,MX_ONLY
43.3.5.1,9.2.1.8,0,1,green,G,MX_ONLY
43.3.6.1,5.6.1.1,0,1,green,G,MX_ONLY
43.3.6.3,5.6.1.1,0,1,green,G,MX_ONLY
43.4.1.11,21.2.1.7,0,1,green,G,MX_ONLY
43.4.1.2,21.5.1.9,0,1,green,G,MX_ONLY
43.4.1.4,21.5.1.11,0,1,green,G,MX_ONLY
43.4.1.5,21.5.1.12,0,1,green,G,MX_ONLY
43.4.1.7,21.5.1.8,0,1,green,G,MX_ONLY
43.4.1.8,21.5.1.9,0,1,green,G,MX_ONLY
43.4.1.9,21.5.1.8,0,1,green,G,MX_ONLY
43.4.2.1,1.3.2.1,0,1,green,G,MX_ONLY
43.4.2.1,21.1.2.1,0,1,green,G,MX_ONLY
43.4.2.1,21.3.1.1,0,1,green,G,MX_ONLY
43.4.2.1,43.1.1.3,0,1,green,G,MX_ONLY
43.4.2.11,21.1.2.1,0,1,green,G,MX_ONLY
43.4.2.11,21.9.1.2,0,1,green,G,MX_ONLY
43.4.2.13,21.6.1.1,0,1,green,G,MX_ONLY
43.4.2.13,21.9.1.2,0,1,green,G,MX_ONLY
43.4.2.13,43.8.1.6,0,1,yellow,,MX_ONLY
43.4.2.13,7.1.1.7,0,1,green,G,MX_ONLY
43.4.2.14,21.6.1.1,0,1,green,G,MX_ONLY
43.4.2.14,21.9.1.2,0,1,green,G,MX_ONLY
43.4.2.14,43.8.1.6,0,1,yellow,,MX_ONLY
43.4.2.14,7.1.1.7,0,1,green,G,MX_ONLY
43.4.2.2,43.1.1.3,0,1,green,G,MX_ONLY
43.4.2.3,43.1.1.3,0,1,green,G,MX_ONLY
43.4.2.6,21.3.1.1,0,1,green,G,MX_ONLY
43.4.2.7,21.3.1.1,0,1,green,G,MX_ONLY
43.4.2.7,43.4.2.8,0,1,yellow,,MX_ONLY
43.4.2.7,43.4.2.9,0,1,yellow,,MX_ONLY
43.4.2.7,7.2.2.1,0,1,green,G,MX_ONLY
43.4.2.8,43.4.2.7,0,1,green,G,MX_ONLY
43.4.2.8,7.2.1.3,0,1,green,G,MX_ONLY
43.4.2.9,1.2.6.6,0,1,green,G,MX_ONLY
43.4.2.9,21.3.1.1,0,1,green,G,MX_ONLY
43.4.2.9,43.4.2.7,0,1,green,G,MX_ONLY
43.5.1.1,26.4.1.3,0,1,green,G,MX_ONLY
43.5.1.5,43.6.1.5,0,1,green,G,MX_ONLY
43.5.1.7,1.3.2.1,0,1,green,G,MX_ONLY
43.5.1.7,21.3.1.1,0,1,green,G,MX_ONLY
43.5.1.7,34.4.1.1,0,1,green,G,MX_ONLY
43.6.1.3,4.2.3.2,0,1,green,G,MX_ONLY
43.6.1.3,5.3.1.2,0,1,green,G,MX_ONLY
43.6.1.4,4.2.3.3,0,1,green,G,MX_ONLY
43.6.1.5,43.5.1.5,0,1,green,G,MX_ONLY
43.7.1.1,1.3.2.1,0,1,green,G,MX_ONLY
43.7.2.1,1.2.5.4,0,1,green,G,MX_ONLY
43.7.3.1,1.2.5.4,0,1,green,G,MX_ONLY
43.7.3.1,43.7.3.3,0,1,yellow,,MX_ONLY
43.7.3.3,43.7.3.1,0,1,green,G,MX_ONLY
43.7.4.1,1.2.5.4,0,1,green,G,MX_ONLY
43.7.4.1,1.3.2.1,0,1,green,G,MX_ONLY
43.8.1.1,8.2.2.1,0,1,green,G,MX_ONLY
43.8.1.5,8.2.1.5,0,1,green,G,MX_ONLY
43.8.1.6,43.4.2.13,0,1,green,G,MX_ONLY
43.8.1.6,43.4.2.14,0,1,green,G,MX_ONLY
43.8.1.6,7.1.1.7,0,1,green,G,MX_ONLY
43.8.1.6,7.2.6.4,0,1,green,G,MX_ONLY
43.9.1.1,5.1.1.3,0,1,green,G,MX_ONLY
43.9.1.3,5.2.1.1,0,1,green,G,MX_ONLY
43.9.1.3,5.2.1.2,0,1,green,G,MX_ONLY
43.9.1.3,5.2.1.3,0,1,green,G,MX_ONLY
43.9.1.3,6.1.2.1,0,1,green,G,MX_ONLY
43.9.1.4,5.4.1.1,0,1,green,G,MX_ONLY
44.1.1.2,2.2.1.1,0,1,green,G,MX_ONLY
44.1.1.2,2.5.1.1,0,1,green,G,MX_ONLY
44.1.1.3,2.2.1.1,0,1,green,G,MX_ONLY
44.1.1.3,2.5.1.1,0,1,green,G,MX_ONLY
44.1.1.3,44.2.1.2,0,1,yellow,,MX_ONLY
44.1.1.3,44.4.2.1,0,1,yellow,,MX_ONLY
44.1.1.3,44.4.2.2,0,1,yellow,,MX_ONLY
44.1.1.3,44.4.2.3,0,1,yellow,,MX_ONLY
44.1.2.1,1.3.2.2,0,1,green,G,MX_ONLY
44.1.2.4,8.2.1.4,0,1,green,G,MX_ONLY
44.1.2.5,1.3.2.2,0,1,green,G,MX_ONLY
44.1.3.2,1.3.2.4,0,1,green,G,MX_ONLY
44.1.3.2,44.1.3.5,0,1,yellow,,MX_ONLY
44.1.3.5,44.1.3.2,0,1,green,G,MX_ONLY
44.1.3.5,44.2.1.1,0,1,yellow,,MX_ONLY
44.1.3.5,44.3.2.1,0,1,yellow,,MX_ONLY
44.10.1.1,9.2.2.1,0,1,green,G,MX_ONLY
44.10.1.5,7.7.1.1,0,1,green,G,MX_ONLY
44.11.1.1,7.1.1.1,0,1,green,G,MX_ONLY
44.11.1.3,7.5.1.1,0,1,green,G,MX_ONLY
44.11.1.5,7.4.1.4,0,1,green,G,MX_ONLY
44.11.1.7,7.4.1.4,0,1,green,G,MX_ONLY
44.2.1.1,1.3.2.1,0,1,green,G,MX_ONLY
44.2.1.1,44.1.3.2,0,1,green,G,MX_ONLY
44.2.1.1,44.2.2.1,0,1,yellow,,MX_ONLY
44.2.1.1,44.2.4.1,0,1,yellow,,MX_ONLY
44.2.1.2,44.1.1.3,0,1,green,G,MX_ONLY
44.2.2.1,44.2.1.1,0,1,green,G,MX_ONLY
44.2.2.1,44.2.4.1,0,1,yellow,,MX_ONLY
44.2.2.8,7.2.5.2,0,1,green,G,MX_ONLY
44.2.4.1,44.2.1.1,0,1,green,G,MX_ONLY
44.2.4.1,44.2.2.1,0,1,green,G,MX_ONLY
44.3.1.1,1.2.2.3,0,1,green,G,MX_ONLY
44.3.1.1,29.2.1.1,0,1,green,G,MX_ONLY
44.3.1.1,4.2.2.6,0,1,green,G,MX_ONLY
44.3.1.2,31.2.1.5,0,1,green,G,MX_ONLY
44.3.1.3,30.2.1.2,0,1,green,G,MX_ONLY
44.3.1.4,29.2.1.2,0,1,green,G,MX_ONLY
44.3.1.5,29.2.2.1,0,1,green,G,MX_ONLY
44.3.1.5,29.2.3.2,0,1,green,G,MX_ONLY
44.3.1.7,29.3.1.1,0,1,green,G,MX_ONLY
44.3.1.7,29.3.1.5,0,1,green,G,MX_ONLY
44.3.2.1,44.1.3.5,0,1,green,G,MX_ONLY
44.3.4.2,1.3.2.1,0,1,green,G,MX_ONLY
44.3.4.5,2.4.2.4,0,1,green,G,MX_ONLY
44.3.5.1,1.3.2.1,0,1,green,G,MX_ONLY
44.3.5.1,7.2.5.1,0,1,green,G,MX_ONLY
44.3.5.1,9.2.1.8,0,1,green,G,MX_ONLY
44.3.6.1,5.6.1.1,0,1,green,G,MX_ONLY
44.3.6.3,5.6.1.1,0,1,green,G,MX_ONLY
44.4.1.11,21.2.1.7,0,1,green,G,MX_ONLY
44.4.1.2,21.5.1.9,0,1,green,G,MX_ONLY
44.4.1.4,21.5.1.11,0,1,green,G,MX_ONLY
44.4.1.5,21.5.1.12,0,1,green,G,MX_ONLY
44.4.1.7,21.5.1.8,0,1,green,G,MX_ONLY
44.4.1.8,21.5.1.9,0,1,green,G,MX_ONLY
44.4.1.9,21.5.1.8,0,1,green,G,MX_ONLY
44.4.2.1,1.3.2.1,0,1,green,G,MX_ONLY
44.4.2.1,21.1.2.1,0,1,green,G,MX_ONLY
44.4.2.1,21.3.1.1,0,1,green,G,MX_ONLY
44.4.2.1,44.1.1.3,0,1,green,G,MX_ONLY
44.4.2.11,21.1.2.1,0,1,green,G,MX_ONLY
44.4.2.11,21.9.1.2,0,1,green,G,MX_ONLY
44.4.2.13,21.6.1.1,0,1,green,G,MX_ONLY
44.4.2.13,21.9.1.2,0,1,green,G,MX_ONLY
44.4.2.13,44.8.1.6,0,1,yellow,,MX_ONLY
44.4.2.13,7.1.1.7,0,1,green,G,MX_ONLY
44.4.2.14,21.6.1.1,0,1,green,G,MX_ONLY
44.4.2.14,21.9.1.2,0,1,green,G,MX_ONLY
44.4.2.14,44.8.1.6,0,1,yellow,,MX_ONLY
44.4.2.14,7.1.1.7,0,1,green,G,MX_ONLY
44.4.2.2,44.1.1.3,0,1,green,G,MX_ONLY
44.4.2.3,44.1.1.3,0,1,green,G,MX_ONLY
44.4.2.6,21.3.1.1,0,1,green,G,MX_ONLY
44.4.2.7,15.6.2.3,0,1,green,G,MX_ONLY
44.4.2.7,21.3.1.1,0,1,green,G,MX_ONLY
44.4.2.7,44.4.2.8,0,1,yellow,,MX_ONLY
44.4.2.7,44.4.2.9,0,1,yellow,,MX_ONLY
44.4.2.7,7.2.2.1,0,1,green,G,MX_ONLY
44.4.2.8,44.4.2.7,0,1,green,G,MX_ONLY
44.4.2.8,7.2.1.3,0,1,green,G,MX_ONLY
44.4.2.9,1.2.6.6,0,1,green,G,MX_ONLY
44.4.2.9,21.3.1.1,0,1,green,G,MX_ONLY
44.4.2.9,44.4.2.7,0,1,green,G,MX_ONLY
44.5.1.1,26.4.1.3,0,1,green,G,MX_ONLY
44.5.1.5,44.6.1.5,0,1,green,G,MX_ONLY
44.5.1.7,1.3.2.1,0,1,green,G,MX_ONLY
44.5.1.7,21.3.1.1,0,1,green,G,MX_ONLY
44.5.1.7,34.4.1.1,0,1,green,G,MX_ONLY
44.6.1.3,4.2.3.2,0,1,green,G,MX_ONLY
44.6.1.3,5.3.1.2,0,1,green,G,MX_ONLY
44.6.1.4,4.2.3.3,0,1,green,G,MX_ONLY
44.6.1.5,44.5.1.5,0,1,green,G,MX_ONLY
44.7.1.1,1.3.2.1,0,1,green,G,MX_ONLY
44.7.2.1,1.2.5.4,0,1,green,G,MX_ONLY
44.7.3.1,1.2.5.4,0,1,green,G,MX_ONLY
44.7.3.1,44.7.3.3,0,1,yellow,,MX_ONLY
44.7.3.3,44.7.3.1,0,1,green,G,MX_ONLY
44.7.4.1,1.2.5.4,0,1,green,G,MX_ONLY
44.7.4.1,1.3.2.1,0,1,green,G,MX_ONLY
44.8.1.1,8.2.2.1,0,1,green,G,MX_ONLY
44.8.1.5,8.2.1.5,0,1,green,G,MX_ONLY
44.8.1.6,44.4.2.13,0,1,green,G,MX_ONLY
44.8.1.6,7.1.1.7,0,1,green,G,MX_ONLY
44.8.1.6,7.2.6.4,0,1,green,G,MX_ONLY
44.9.1.1,5.1.1.3,0,1,green,G,MX_ONLY
44.9.1.3,5.2.1.1,0,1,green,G,MX_ONLY
44.9.1.3,5.2.1.2,0,1,green,G,MX_ONLY
44.9.1.3,5.2.1.3,0,1,green,G,MX_ONLY
44.9.1.3,6.1.2.1,0,1,green,G,MX_ONLY
44.9.1.4,5.4.1.1,0,1,green,G,MX_ONLY
45.1.1.1,2.2.1.1,0,1,green,G,MX_ONLY
45.1.1.1,2.5.1.1,0,1,green,G,MX_ONLY
45.1.2.2,5.1.1.3,0,1,green,G,MX_ONLY
45.1.2.2,5.2.1.1,0,1,green,G,MX_ONLY
45.1.2.2,5.2.1.3,0,1,green,G,MX_ONLY
45.1.2.5,1.2.7.2,0,1,green,G,MX_ONLY
45.1.2.5,1.2.7.3,0,1,green,G,MX_ONLY
45.2.1.1,1.2.7.3,0,1,green,G,MX_ONLY
45.2.1.1,2.4.1.3,0,1,green,G,MX_ONLY
45.2.2.1,2.4.2.2,0,1,green,G,MX_ONLY
45.2.2.5,7.5.1.1,0,1,green,G,MX_ONLY
45.2.2.6,9.2.1.1,0,1,green,G,MX_ONLY
45.3.1.1,1.3.2.1,0,1,green,G,MX_ONLY
45.3.1.1,7.2.5.1,0,1,green,G,MX_ONLY
45.4.1.3,29.2.1.2,0,1,green,G,MX_ONLY
45.4.1.6,1.2.2.3,0,1,green,G,MX_ONLY
45.4.1.6,29.2.1.1,0,1,green,G,MX_ONLY
45.4.1.6,4.2.2.6,0,1,green,G,MX_ONLY
45.6.1.1,8.2.2.1,0,1,green,G,MX_ONLY
45.6.1.5,8.2.1.5,0,1,green,G,MX_ONLY
45.6.1.6,7.1.1.7,0,1,green,G,MX_ONLY
45.6.1.6,7.2.6.4,0,1,green,G,MX_ONLY
45.7.1.1,5.1.1.3,0,1,green,G,MX_ONLY
45.7.1.3,5.2.1.1,0,1,green,G,MX_ONLY
45.7.1.3,5.2.1.2,0,1,green,G,MX_ONLY
45.7.1.3,5.2.1.3,0,1,green,G,MX_ONLY
45.7.1.4,5.4.1.1,0,1,green,G,MX_ONLY
45.8.1.1,9.2.2.1,0,1,green,G,MX_ONLY
45.8.1.4,7.7.1.1,0,1,green,G,MX_ONLY
5.1.1.1,1.2.5.1,1,1,green,G,BOTH
5.1.1.1,7.1.1.1,1,1,yellow,,BOTH
5.1.1.3,1.2.6.1,1,1,green,G,BOTH
5.1.1.3,10.11.1.1,1,1,yellow,,BOTH
5.1.1.3,11.11.1.1,1,1,yellow,,BOTH
5.1.1.3,12.11.1.1,1,1,yellow,,BOTH
5.1.1.3,13.11.1.1,1,1,yellow,,BOTH
5.1.1.3,14.11.1.1,1,1,yellow,,BOTH
5.1.1.3,15.12.1.1,1,1,yellow,,BOTH
5.1.1.3,16.11.1.1,1,1,yellow,,BOTH
5.1.1.3,17.7.1.1,1,1,yellow,,BOTH
5.1.1.3,18.6.1.1,0,1,yellow,,MX_ONLY
5.1.1.3,19.4.1.1,0,1,yellow,,MX_ONLY
5.1.1.3,20.4.1.1,0,1,yellow,,MX_ONLY
5.1.1.3,21.7.1.1,0,1,yellow,,MX_ONLY
5.1.1.3,22.13.1.1,0,1,yellow,,MX_ONLY
5.1.1.3,23.11.1.1,0,1,yellow,,MX_ONLY
5.1.1.3,24.13.1.1,0,1,yellow,,MX_ONLY
5.1.1.3,26.7.1.1,0,1,yellow,,MX_ONLY
5.1.1.3,27.5.1.1,0,1,yellow,,MX_ONLY
5.1.1.3,32.7.1.1,0,1,yellow,,MX_ONLY
5.1.1.3,38.5.1.1,0,1,yellow,,MX_ONLY
5.1.1.3,39.9.1.1,0,1,yellow,,MX_ONLY
5.1.1.3,41.3.1.10,0,1,yellow,,MX_ONLY
5.1.1.3,41.3.1.9,0,1,yellow,,MX_ONLY
5.1.1.3,41.9.1.1,0,1,yellow,,MX_ONLY
5.1.1.3,42.9.1.1,0,1,yellow,,MX_ONLY
5.1.1.3,43.9.1.1,0,1,yellow,,MX_ONLY
5.1.1.3,44.9.1.1,0,1,yellow,,MX_ONLY
5.1.1.3,45.1.2.2,0,1,yellow,,MX_ONLY
5.1.1.3,45.7.1.1,0,1,yellow,,MX_ONLY
5.1.1.4,2.4.2.1,1,0,,,HL_ONLY
5.1.1.6,26.7.1.2,1,0,,,HL_ONLY
5.2.1.1,1.2.5.1,1,1,green,G,BOTH
5.2.1.1,10.11.1.2,1,1,yellow,,BOTH
5.2.1.1,11.11.1.2,1,1,yellow,,BOTH
5.2.1.1,12.11.1.2,1,1,yellow,,BOTH
5.2.1.1,13.11.1.2,1,1,yellow,,BOTH
5.2.1.1,14.11.1.2,1,1,yellow,,BOTH
5.2.1.1,15.12.1.2,1,1,yellow,,BOTH
5.2.1.1,16.11.1.2,1,1,yellow,,BOTH
5.2.1.1,17.2.4.2,0,1,yellow,,MX_ONLY
5.2.1.1,17.7.1.2,1,1,yellow,,BOTH
5.2.1.1,18.6.1.2,1,1,yellow,,BOTH
5.2.1.1,19.4.1.2,1,1,yellow,,BOTH
5.2.1.1,20.4.1.2,1,1,yellow,,BOTH
5.2.1.1,21.7.1.2,1,1,yellow,,BOTH
5.2.1.1,22.13.1.2,1,1,yellow,,BOTH
5.2.1.1,23.11.1.2,1,1,yellow,,BOTH
5.2.1.1,24.13.1.2,1,1,yellow,,BOTH
5.2.1.1,32.2.1.4,1,1,yellow,,BOTH
5.2.1.1,32.7.1.2,1,1,yellow,,BOTH
5.2.1.1,33.2.1.4,1,1,yellow,,BOTH
5.2.1.1,33.7.1.3,1,1,yellow,,BOTH
5.2.1.1,34.2.1.4,0,1,yellow,,MX_ONLY
5.2.1.1,34.7.1.2,0,1,yellow,,MX_ONLY
5.2.1.1,34.7.1.3,0,1,yellow,,MX_ONLY
5.2.1.1,35.2.1.4,0,1,yellow,,MX_ONLY
5.2.1.1,35.7.1.2,0,1,yellow,,MX_ONLY
5.2.1.1,35.7.1.3,0,1,yellow,,MX_ONLY
5.2.1.1,36.2.1.4,0,1,yellow,,MX_ONLY
5.2.1.1,36.7.1.2,0,1,yellow,,MX_ONLY
